LocationID,Location,AdminLocation1,AdminLocation1Latitude,AdminLocation1Longitude
47,Khost -> Spera,Khost,33.3585079,69.8597406
48,Paktika -> Bermel,Paktika,32.2645386,68.5247149
49,Badakhshan -> Baharak,Badakhshan,36.7347725,70.8119953
50,Badakhshan -> Warduj,Badakhshan,36.7347725,70.8119953
51,Samangan -> Hazrat-e- Sultan,Samangan,35.9807296,67.5708536
52,Badakhshan -> Darayem,Badakhshan,36.7347725,70.8119953
53,Samangan -> Khuram Wa Sarbagh,Samangan,35.9807296,67.5708536
54,Samangan -> Aybak,Samangan,35.9807296,67.5708536
55,Baghlan -> Khost Wa Fereng,Baghlan,35.8042947,69.2877535
56,Faryab -> Khwajasabzposh,Faryab,36.0795613,64.905955
57,Jawzjan -> Khwajadukoh,Jawzjan,36.8969692,65.6658568
58,Takhar -> Kalafgan,Takhar,36.6698013,69.4784541
59,Baghlan -> Andarab,Baghlan,35.8042947,69.2877535
60,Baghlan -> Baghlan-e-Jadid,Baghlan,35.8042947,69.2877535
61,Baghlan -> Dehsalah,Baghlan,35.8042947,69.2877535
62,Baghlan -> Doshi,Baghlan,35.8042947,69.2877535
63,Baghlan -> Khenjan,Baghlan,35.8042947,69.2877535
64,Baghlan -> Khwajahejran,Baghlan,35.8042947,69.2877535
65,Balkh -> Charkent,Balkh,36.8909158,67.1894488
66,Balkh -> Sholgareh,Balkh,36.8909158,67.1894488
67,Faryab -> Bilcheragh,Faryab,36.0795613,64.905955
68,Faryab -> Garziwan,Faryab,36.0795613,64.905955
69,Jawzjan -> Aqcha,Jawzjan,36.8969692,65.6658568
70,Takhar -> Farkhar,Takhar,36.6698013,69.4784541
71,Takhar -> Rostaq,Takhar,36.6698013,69.4784541
72,Baghlan -> Tala Wa barfak,Baghlan,35.8042947,69.2877535
73,Balkh -> Charbulak,Balkh,36.8909158,67.1894488
74,Sar-e-Pul -> Balkhab,Sar-e-Pul,35.6707473,66.0463534
75,Balkh -> Keshendeh,Balkh,36.8909158,67.1894488
76,Jawzjan -> Darzab,Jawzjan,36.8969692,65.6658568
77,Takhar -> Dasht-e- Qala,Takhar,36.6698013,69.4784541
78,Takhar -> Eshkashem,Takhar,36.6698013,69.4784541
79,Faryab -> Dawlatabad,Faryab,36.0795613,64.905955
80,Faryab -> Pashtunkot,Faryab,36.0795613,64.905955
81,Faryab -> Shirintagab,Faryab,36.0795613,64.905955
82,Balkh -> Khulm,Balkh,36.8909158,67.1894488
83,Jawzjan -> Qushtepa,Jawzjan,36.8969692,65.6658568
84,Ghazni -> Andar,Ghazni,33.55,68.416667
85,Hilmand -> Garmser,Hilmand,31.3636474,63.9586111
86,Hilmand -> Musaqalah,Hilmand,31.3636474,63.9586111
87,Hilmand -> Nad-e-Ali,Hilmand,31.3636474,63.9586111
88,Hilmand -> Nahr-e-Saraj,Hilmand,31.3636474,63.9586111
89,Hilmand -> Nawzad,Hilmand,31.3636474,63.9586111
90,Hilmand -> Sangin,Hilmand,31.3636474,63.9586111
91,Kabul -> Mirbachakot,Kabul,34.533333,69.166667
92,Kapisa -> Tagab,Kapisa,34.9810572,69.6214562
93,Wardak -> Maydanshahr,Wardak,34.3513494,68.2385339
94,Wardak -> Saydabad,Wardak,34.3513494,68.2385339
95,Nuristan -> Duab,Nuristan,35.3250223,70.9071236
96,Nuristan -> Wama,Nuristan,35.3250223,70.9071236
97,Nuristan -> Poruns,Nuristan,35.3250223,70.9071236
98,Nuristan -> Barg-e- Matal,Nuristan,35.3250223,70.9071236
99,Nuristan -> Mandol,Nuristan,35.3250223,70.9071236
100,Nuristan -> Waygal,Nuristan,35.3250223,70.9071236
101,Paktika -> Wazakhah,Paktika,32.2645386,68.5247149
102,Nuristan -> Kamdesh,Nuristan,35.3250223,70.9071236
103,Nuristan -> Nurgeram,Nuristan,35.3250223,70.9071236
104,Badakhshan,Badakhshan,36.7347725,70.8119953
105,Badakhshan -> Raghestan,Badakhshan,36.7347725,70.8119953
106,Badakhshan -> Shahr-e-Buzorg,Badakhshan,36.7347725,70.8119953
107,Badakhshan -> Kohestan,Badakhshan,36.7347725,70.8119953
108,Badakhshan -> Jorm,Badakhshan,36.7347725,70.8119953
109,Badakhshan -> Koran wa Monjan,Badakhshan,36.7347725,70.8119953
110,Hilmand -> Nawa-e-Barakzaiy,Hilmand,31.3636474,63.9586111
111,Paktya -> Janikhel,Paktya,33.706199,69.3831079
112,Paktya -> Dand wa Patan,Paktya,33.706199,69.3831079
113,Paktya -> Lija Ahmad Khel,Paktya,33.706199,69.3831079
114,Hilmand -> Baghran,Hilmand,31.3636474,63.9586111
115,Hilmand -> Washer,Hilmand,31.3636474,63.9586111
116,Hilmand -> Kajaki,Hilmand,31.3636474,63.9586111
117,Paktya -> Sayedkaram,Paktya,33.706199,69.3831079
118,Paktya -> Alikhel (Jaji),Paktya,33.706199,69.3831079
119,Badakhshan -> Arghanjkhwa,Badakhshan,36.7347725,70.8119953
120,Badakhshan -> Darwaz-e-Balla,Badakhshan,36.7347725,70.8119953
121,Badakhshan -> Keshem,Badakhshan,36.7347725,70.8119953
122,Badakhshan -> Khash,Badakhshan,36.7347725,70.8119953
123,Badakhshan -> Khwahan,Badakhshan,36.7347725,70.8119953
124,Badakhshan -> Kofab,Badakhshan,36.7347725,70.8119953
125,Badakhshan -> Shuhada,Badakhshan,36.7347725,70.8119953
126,Badakhshan -> Tagab,Badakhshan,36.7347725,70.8119953
127,Badakhshan -> Teshkan,Badakhshan,36.7347725,70.8119953
128,Badakhshan -> Yawan,Badakhshan,36.7347725,70.8119953
129,Badghis -> Abkamari,Badghis,35.1671339,63.7695384
130,Badghis -> Balamurghab,Badghis,35.1671339,63.7695384
131,Badghis -> Ghormach,Badghis,35.1671339,63.7695384
132,Badghis -> Jawand,Badghis,35.1671339,63.7695384
133,Badghis -> Muqur,Badghis,35.1671339,63.7695384
134,Badghis -> Qadis,Badghis,35.1671339,63.7695384
135,Baghlan -> Burka,Baghlan,35.8042947,69.2877535
136,Baghlan -> Dahana-e-Ghori,Baghlan,35.8042947,69.2877535
137,Baghlan -> Fereng Wa Gharu,Baghlan,35.8042947,69.2877535
138,Baghlan -> Guzargah-e- Nur,Baghlan,35.8042947,69.2877535
139,Baghlan -> Nahrin,Baghlan,35.8042947,69.2877535
140,Baghlan -> Pul-e-Hesar,Baghlan,35.8042947,69.2877535
141,Balkh -> Balkh,Balkh,36.8909158,67.1894488
142,Balkh -> Chemtal,Balkh,36.8909158,67.1894488
143,Balkh -> Dawlatabad,Balkh,36.8909158,67.1894488
144,Balkh -> Dehdadi,Balkh,36.8909158,67.1894488
145,Balkh -> Kaldar,Balkh,36.8909158,67.1894488
146,Balkh -> Marmul,Balkh,36.8909158,67.1894488
147,Balkh -> Nahr-e- Shahi,Balkh,36.8909158,67.1894488
148,Balkh -> Sharak-e-Hayratan,Balkh,36.8909158,67.1894488
149,Balkh -> Shortepa,Balkh,36.8909158,67.1894488
150,Balkh -> Zari,Balkh,36.8909158,67.1894488
151,Bamyan -> Kahmard,Bamyan,34.9073296,67.1894488
152,Bamyan -> Shibar,Bamyan,34.9073296,67.1894488
153,Daykundi -> Ashtarlay,Daykundi,33.669495,66.0463534
154,Daykundi -> Gizab,Daykundi,33.669495,66.0463534
155,Daykundi -> Kajran,Daykundi,33.669495,66.0463534
156,Daykundi -> Khadir,Daykundi,33.669495,66.0463534
157,Daykundi -> kiti,Daykundi,33.669495,66.0463534
158,Daykundi -> Miramor,Daykundi,33.669495,66.0463534
159,Farah -> Anardara,Farah,32.495328,62.2626627
160,Farah -> Bakwa,Farah,32.495328,62.2626627
161,Farah -> Balabuluk,Farah,32.495328,62.2626627
162,Farah -> Farah,Farah,32.495328,62.2626627
163,Farah -> Gulestan,Farah,32.495328,62.2626627
164,Farah -> Khak-e-Safed,Farah,32.495328,62.2626627
165,Farah -> Lash-e-Juwayn,Farah,32.495328,62.2626627
166,Farah -> Purchaman,Farah,32.495328,62.2626627
167,Farah -> Pushtrod,Farah,32.495328,62.2626627
168,Farah -> Qala-e-Kah,Farah,32.495328,62.2626627
169,Farah -> Shibkoh,Farah,32.495328,62.2626627
170,Faryab -> Almar,Faryab,36.0795613,64.905955
171,Faryab -> Andkhoy,Faryab,36.0795613,64.905955
172,Faryab -> Khan-e-Char Bagh,Faryab,36.0795613,64.905955
173,Faryab -> Kohestan,Faryab,36.0795613,64.905955
174,Faryab -> Qaramqol,Faryab,36.0795613,64.905955
175,Faryab -> Qaysar,Faryab,36.0795613,64.905955
176,Faryab -> Qorghan,Faryab,36.0795613,64.905955
177,Ghazni -> Abband,Ghazni,33.55,68.416667
178,Ghazni -> Ajrestan,Ghazni,33.55,68.416667
179,Ghazni -> Dehyak,Ghazni,33.55,68.416667
180,Ghazni -> Gelan,Ghazni,33.55,68.416667
181,Ghazni -> Giro,Ghazni,33.55,68.416667
182,Ghazni -> Jaghatu,Ghazni,33.55,68.416667
183,Ghazni -> Jaghuri,Ghazni,33.55,68.416667
184,Ghazni -> Khwajaumari,Ghazni,33.55,68.416667
185,Ghazni -> Malestan,Ghazni,33.55,68.416667
186,Ghazni -> Muqur,Ghazni,33.55,68.416667
187,Ghazni -> Nawa,Ghazni,33.55,68.416667
188,Ghazni -> Nawur,Ghazni,33.55,68.416667
189,Ghazni -> Qarabagh,Ghazni,33.55,68.416667
190,Ghazni -> Rashidan,Ghazni,33.55,68.416667
191,Ghazni -> Waghaz,Ghazni,33.55,68.416667
192,Ghazni -> Walimuhammad-e- Shahid,Ghazni,33.55,68.416667
193,Ghazni -> Zanakhan,Ghazni,33.55,68.416667
194,Ghor -> Charsadra,Ghor,34.0995776,64.905955
