PooledFundName,PooledFundId,FiscalYear,DonorName,DonorCode,GMSDonorId,GMSDonorName,ContributionAmt,ContributionPercent
Sudan,15,2022,Government of Germany,7,11,Germany,17026163.50,1.01000
South Sudan,19,2016,Government of Netherlands,11,16,Netherlands,6795600.00,0.55000
Sudan,15,2015,Government of Switzerland,16,24,Switzerland,1047778.71,0.06000
Myanmar,59,2024,Government of Switzerland,16,24,Switzerland,1199156.50,0.29000
Afghanistan,23,2025,Government of Switzerland,16,24,Switzerland,4110679.66,0.35000
oPt,67,2017,Iceland,55,55,Iceland,150000.00,0.03000
oPt,67,2020,Sida,20,22,Sweden,3271600.80,0.66000
oPt,67,2023,Iceland,55,55,Iceland,221222.62,0.04000
Lebanon,71,2023,Government of Denmark,5,8,Denmark,2927090.27,0.92000
Iraq,72,2017,Government of Netherlands,11,16,Netherlands,6538102.38,1.73000
Iraq,72,2019,Government of Canada,119,7,Canada,377210.45,0.10000
Ukraine,81,2023,Government of Spain,15,21,Spain,1275239.11,0.11000
CAR,17,2020,Government of Luxembourg,10,15,Luxembourg,414332.80,0.11000
Yemen,64,2019,Government of the United Kingdom (Former DFID),19,9,United Kingdom,59831417.44,4.81000
Syria Cross border,70,2019,Government of Denmark,5,8,Denmark,3744245.99,0.33000
Ukraine,81,2024,Estonia,49,49,Estonia,104931.79,0.01000
Burkina Faso (RhPF-WCA),85,2024,Government of Canada,119,7,Canada,726846.32,0.77000
Ethiopia,53,2010,Government of Netherlands,11,16,Netherlands,9790210.00,0.87000
Somalia,21,2010,Government of Italy,9,14,Italy,2618000.00,0.30000
DRC,24,2016,Government of the United Kingdom (Former DFID),19,9,United Kingdom,20214340.00,1.33000
South Sudan,19,2021,Swiss Agency for Development and Cooperation,22,24,Switzerland,2167738.93,0.17000
Myanmar,59,2025,Government of Italy,9,14,Italy,1172332.94,0.29000
Myanmar,59,2026,New Zealand,80,80,New Zealand,3419017.50,0.83000
Yemen,64,2024,Government of Denmark,5,8,Denmark,5393383.42,0.43000
Venezuela,83,2024,Government of Spain,15,21,Spain,1662971.18,2.13000
Ethiopia,53,2026,Government of Denmark,5,8,Denmark,3143022.29,0.28000
Syria Cross border,70,2020,Government of Canada,119,7,Canada,2612314.49,0.23000
Syria Cross border,70,2020,Sida,20,22,Sweden,9665771.05,0.84000
El Salvador (RhPF-LAC),509,2026,United States,102,102,United States,25000000.00,100.00000
Syria,62,2022,Government of the United Kingdom (Former DFID),19,9,United Kingdom,3602395.18,0.47000
South Sudan,19,2024,Government of Norway,12,17,Norway,1885158.28,0.15000
Ukraine,81,2024,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),1484817.13,0.13000
oPt,67,2010,Government of the United Kingdom (Former DFID),19,9,United Kingdom,1600000.00,0.32000
oPt,67,2023,Government of France,50,50,France,272628.14,0.05000
Syria Cross border,70,2023,Government of France,50,50,France,11839685.42,1.03000
Lebanon,71,2021,Sida,20,22,Sweden,1724107.69,0.54000
Jordan,73,2015,Sida,20,22,Sweden,1713153.06,2.62000
Jordan,73,2018,IRISH AID,23,13,Ireland,1851851.85,2.84000
DRC,24,2023,Government of Belgium,4,6,Belgium,10248112.19,0.68000
Burkina Faso (RhPF-WCA),85,2022,Government of Netherlands,11,16,Netherlands,6696428.57,7.11000
Ethiopia,53,2022,Government of the United Kingdom (Former DFID),19,9,United Kingdom,9451978.14,0.84000
Ethiopia,53,2019,Government of Denmark,5,8,Denmark,4143635.32,0.37000
Ethiopia,53,2024,Government of Norway,12,17,Norway,2022272.65,0.18000
South Sudan,19,2012,Government of Denmark,5,8,Denmark,5123825.79,0.41000
Pakistan,60,2017,Sida,20,22,Sweden,4484759.94,4.21000
oPt,67,2022,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),7393.67,0.00000
Lebanon,71,2021,Government of Germany,7,11,Germany,8067710.15,2.54000
Iraq,72,2017,Government of the United Kingdom (Former DFID),19,9,United Kingdom,21222168.41,5.61000
Nigeria,75,2020,Government of Luxembourg,10,15,Luxembourg,411764.71,0.11000
Nigeria,75,2024,Government of Canada,119,7,Canada,1453692.65,0.38000
Burkina Faso (RhPF-WCA),85,2026,Government of Denmark,5,8,Denmark,1046838.10,1.11000
DRC,24,2021,Government of Morocco,997,78,Morocco,25000.00,0.00000
Haiti,54,2010,Kazakhstan,61,61,Kazakhstan,99959.00,0.11000
Myanmar,59,2017,Government of Switzerland,16,24,Switzerland,205761.32,0.05000
Myanmar,59,2019,Government of Canada,119,7,Canada,743658.08,0.18000
Pakistan,60,2019,Government of Canada,119,7,Canada,453733.55,0.43000
Yemen,64,2026,Jersey,120,120,Jersey,276679.84,0.02000
Syria,62,2016,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.07000
Iraq,72,2021,Government of the United Kingdom (Former DFID),19,9,United Kingdom,10556579.11,2.79000
Ethiopia,53,2014,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),4108.11,0.00000
Ethiopia,53,2025,Government of Switzerland,16,24,Switzerland,546448.09,0.05000
DRC,24,2023,Government of Germany,7,11,Germany,5066009.60,0.33000
DRC,24,2016,Government of Netherlands,11,16,Netherlands,6625200.00,0.44000
Afghanistan,23,2014,Government of Norway,12,17,Norway,1340450.57,0.11000
Somalia,21,2021,IRISH AID,23,13,Ireland,3603290.92,0.41000
DRC,24,2020,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),20813.50,0.00000
Yemen,64,2017,Government of Republic of Korea,14,63,Republic of Korea,1500000.00,0.12000
Ukraine,81,2023,Iceland,55,55,Iceland,737626.32,0.07000
Niger (RhPF-WCA),84,2026,Government of Canada,119,7,Canada,108225.11,0.16000
Syria Cross border,70,2022,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),653.24,0.00000
Syria Cross border,70,2024,Government of the United Kingdom (Former DFID),19,9,United Kingdom,17860121.96,1.55000
Syria Cross border,70,2020,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,0.09000
Syria Cross border,70,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),622.38,0.00000
Chad (RhPF-WCA),90,2025,Government of Germany,7,11,Germany,2215375.59,1.90000
Iraq,72,2022,Government of Luxembourg,10,15,Luxembourg,326086.96,0.09000
CAR,17,2020,Government of Germany,7,11,Germany,11340948.50,3.01000
CAR,17,2013,Government of Netherlands,11,16,Netherlands,2500000.00,0.66000
Somalia,21,2021,Government of Netherlands,11,16,Netherlands,8455755.00,0.96000
Somalia,21,2016,IRISH AID,23,13,Ireland,3278970.00,0.37000
Myanmar,59,2017,Government of Luxembourg,10,15,Luxembourg,265392.78,0.06000
Pakistan,60,2010,Government of the United Kingdom (Former DFID),19,9,United Kingdom,7824726.13,7.35000
Uganda (ESAHF),512,2026,United States,102,102,United States,150000000.00,100.00000
Ukraine,81,2025,Government of Netherlands,11,16,Netherlands,17543859.65,1.57000
Niger (RhPF-WCA),84,2021,Government of Canada,119,7,Canada,597453.89,0.87000
Afghanistan,23,2024,Japan,60,60,Japan,600000.00,0.05000
oPt,67,2024,Government of Malaysia,69,69,Malaysia,100000.00,0.02000
Lebanon,71,2024,Catalan Agency for Development Cooperation,1016,185,Catalan Agency for Development Cooperation,524658.97,0.16000
Mali (RhPF-WCA),86,2024,Government of Canada,119,7,Canada,726846.32,1.94000
Colombia (RhPF-LAC),87,2024,Sida,20,22,Sweden,965539.68,0.91000
Asia Pacific Regional Envelope (RHPF-AP),501,2026,Government of Canada,119,7,Canada,367647.06,10.53000
CAR,17,2021,Government of France,50,50,France,563063.06,0.15000
Somalia,21,2014,Government of Germany,7,11,Germany,1255980.00,0.14000
Haiti,54,2010,Tunisia,98,98,Tunisia,1000000.00,1.06000
Myanmar,59,2022,Government of Republic of Korea,14,63,Republic of Korea,200000.00,0.05000
Myanmar,59,2025,Government of France,50,50,France,292740.05,0.07000
Syria Cross border,70,2019,IRISH AID,23,13,Ireland,2805836.14,0.24000
Lebanon,71,2017,Government of Germany,7,11,Germany,3554502.37,1.12000
DRC,24,2026,Government of Germany,7,11,Germany,2378121.28,0.16000
Ethiopia,53,2010,Sida,20,22,Sweden,3696599.84,0.33000
Ethiopia,53,2016,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.04000
Somalia,21,2015,Government of Denmark,5,8,Denmark,6948397.58,0.79000
CAR,17,2018,Sida,20,22,Sweden,1482102.37,0.39000
South Sudan,19,2022,Sida,20,22,Sweden,4158412.84,0.34000
Afghanistan,23,2025,Government of Italy,9,14,Italy,2890173.41,0.24000
Yemen,64,2022,Kuwait,64,64,Kuwait,1000000.00,0.08000
Yemen,64,2024,Government of Norway,12,17,Norway,564355.16,0.05000
Ethiopia,53,2009,Government of Spain,15,21,Spain,1443001.44,0.13000
oPt,67,2020,Government of Finland,6,10,Finland,1194743.13,0.24000
Lebanon,71,2023,IRISH AID,23,13,Ireland,2750275.03,0.86000
Lebanon,71,2025,Government of Belgium,4,6,Belgium,3521126.76,1.11000
DRC,24,2024,Government of Denmark,5,8,Denmark,4257684.84,0.28000
Syria,62,2024,Japan,60,60,Japan,300000.00,0.04000
Somalia,21,2026,Government of Norway,12,17,Norway,1626325.16,0.18000
Myanmar,59,2023,Government of Australia,2,3,Australia,7485924.94,1.83000
Afghanistan,23,2024,Sida,20,22,Sweden,6758777.75,0.57000
Yemen,64,2024,Government of Switzerland,16,24,Switzerland,4218928.16,0.34000
Yemen,64,2020,Government of Netherlands,11,16,Netherlands,15340581.50,1.23000
Syria Cross border,70,2018,Government of Netherlands,11,16,Netherlands,14302059.50,1.24000
Lebanon,71,2025,Portugal,86,86,Portugal,58685.45,0.02000
Colombia (RhPF-LAC),87,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),5274.90,0.00000
Iraq,72,2021,IRISH AID,23,13,Ireland,1193317.42,0.32000
Ethiopia,53,2011,Government of Denmark,5,8,Denmark,5536274.00,0.49000
Ethiopia,53,2015,Government of Netherlands,11,16,Netherlands,5291005.29,0.47000
Ethiopia,53,2023,Government of France,50,50,France,1090512.54,0.10000
DRC,24,2020,Government of Ireland,129,13,Ireland,3190776.00,0.21000
Afghanistan,23,2022,Government of Luxembourg,10,15,Luxembourg,368373.25,0.03000
Afghanistan,23,2020,Government of Switzerland,16,24,Switzerland,2099900.00,0.18000
DRC,24,2019,Sida,20,22,Sweden,10811473.78,0.71000
Somalia,21,2010,Sida,20,22,Sweden,2558475.00,0.29000
South Sudan,19,2016,Swiss Agency for Development and Cooperation,22,24,Switzerland,1024380.26,0.08000
Nigeria,75,2022,Government of Germany,7,11,Germany,12420453.46,3.28000
Ukraine,81,2022,Government of Australia,2,3,Australia,11057065.12,0.99000
Ukraine,81,2023,United States,102,102,United States,25000000.00,2.23000
Venezuela,83,2024,Government of Republic of Korea,14,63,Republic of Korea,2000000.00,2.56000
Niger (RhPF-WCA),84,2023,IRISH AID,23,13,Ireland,1090512.54,1.58000
Somalia,21,2020,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,4644600.00,0.53000
Lebanon,71,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),7610.16,0.00000
Haiti (RhPF-LAC),88,2026,Government of Germany,7,11,Germany,585480.09,0.42000
Syria,62,2019,Government of Italy,9,14,Italy,2197802.20,0.29000
Iraq,72,2015,Government of Germany,7,11,Germany,5538076.58,1.46000
Iraq,72,2020,Sida,20,22,Sweden,1066137.41,0.28000
CAR,17,2017,Government of Canada,119,7,Canada,377674.60,0.10000
Sudan,15,2019,Government of Netherlands,11,16,Netherlands,2226698.00,0.13000
Myanmar,59,2023,New Zealand,80,80,New Zealand,1816800.00,0.44000
oPt,67,2024,Bangladesh,1017,164,Bangladesh,10000.00,0.00000
Syria Cross border,70,2015,Government of Switzerland,16,24,Switzerland,711382.11,0.06000
DRC,24,2025,Government of Canada,119,7,Canada,3600163.30,0.24000
Syria,62,2016,Government of Spain,15,21,Spain,1121076.23,0.15000
Venezuela,83,2026,Sida,20,22,Sweden,1386200.56,1.77000
Colombia,52,2012,Government of Norway,12,17,Norway,533789.50,3.54000
CAR,17,2022,Government of the United Kingdom (Former DFID),19,9,United Kingdom,3732000.00,0.99000
DRC,24,2011,Government of the United Kingdom (Former DFID),19,9,United Kingdom,35375250.00,2.33000
South Sudan,19,2015,IRISH AID,23,13,Ireland,3255570.00,0.26000
Haiti,54,2010,Cambodia,39,39,Cambodia,60000.00,0.06000
Yemen,64,2026,Government of Canada,119,7,Canada,1204269.59,0.10000
oPt,67,2024,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),1923990.08,0.39000
Ethiopia,53,2022,Government of Denmark,5,8,Denmark,6992086.53,0.62000
Ethiopia,53,2025,Government of Netherlands,11,16,Netherlands,10321100.92,0.92000
Lebanon,71,2014,Sida,20,22,Sweden,660796.39,0.21000
Sudan,15,2024,Basque Agency for Development Cooperation,1025,194,Basque Agency for Development Cooperation,187783.84,0.01000
Sudan,15,2026,Government of Denmark,5,8,Denmark,2351323.47,0.14000
Syria,62,2015,Government of Netherlands,11,16,Netherlands,10553728.07,1.39000
Somalia,21,2026,Government of Canada,119,7,Canada,1447829.13,0.16000
Colombia,52,2015,Sida,20,22,Sweden,477042.34,3.16000
CAR,17,2010,Sida,20,22,Sweden,3998789.94,1.06000
Sudan,15,2010,IRISH AID,23,13,Ireland,5032832.67,0.30000
oPt,67,2011,Sida,20,22,Sweden,1275600.10,0.26000
Syria Cross border,70,2016,Qatar,87,87,Qatar,5000000.00,0.44000
Syria,62,2022,Government of Switzerland,16,24,Switzerland,1545683.78,0.20000
Syria,62,2018,Sida,20,22,Sweden,3201909.98,0.42000
Somalia,21,2025,Government of Denmark,5,8,Denmark,4707864.46,0.53000
Ukraine,81,2022,Japan,60,60,Japan,4500000.00,0.40000
Ukraine,81,2026,Government of Spain,15,21,Spain,1990632.32,0.18000
Venezuela,83,2021,Government of Germany,7,11,Germany,4161712.25,5.33000
Ethiopia,53,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),3775.23,0.00000
Somalia,21,2017,Government of Republic of Korea,14,63,Republic of Korea,300000.00,0.03000
Haiti,54,2010,Armenia,30,30,Armenia,100000.00,0.11000
Myanmar,59,2016,Government of the United Kingdom (Former DFID),19,9,United Kingdom,4133928.57,1.01000
Yemen,64,2014,Government of Republic of Korea,14,63,Republic of Korea,300000.00,0.02000
Yemen,64,2021,Government of Malaysia,69,69,Malaysia,100000.00,0.01000
oPt,67,2016,Government of Germany,7,11,Germany,1698754.25,0.34000
Ethiopia,53,2006,Government of Netherlands,11,16,Netherlands,5012000.00,0.45000
Syria Cross border,70,2017,Government of Belgium,4,6,Belgium,8549528.30,0.74000
Syria Cross border,70,2023,Brunei Darussalam,37,37,Brunei Darussalam,19007.15,0.00000
Haiti (RhPF-LAC),88,2025,Government of Canada,119,7,Canada,363512.11,0.26000
Syria,62,2019,Iceland,55,55,Iceland,198838.78,0.03000
Syria,62,2026,Government of Spain,15,21,Spain,2049180.33,0.27000
Niger (RhPF-WCA),84,2026,Government of Germany,7,11,Germany,2378121.28,3.45000
Somalia,21,2012,Government of Norway,12,17,Norway,3474001.61,0.39000
Myanmar,59,2022,Government of Italy,9,14,Italy,2057613.17,0.50000
Yemen,64,2018,Colombia,42,42,Colombia,50000.00,0.00000
Yemen,64,2019,Government of Norway,12,17,Norway,3685037.68,0.30000
oPt,67,2024,Government of Italy,9,14,Italy,1083423.62,0.22000
Lebanon,71,2025,Sida,20,22,Sweden,1988555.37,0.63000
Sudan,15,2023,Government of Philippines,85,85,Philippines,10000.00,0.00000
Syria,62,2019,Government of the United Kingdom (Former DFID),19,9,United Kingdom,19937526.48,2.63000
Syria,62,2023,Government of Italy,9,14,Italy,6017505.47,0.79000
South Sudan,19,2025,IRISH AID,23,13,Ireland,4310344.83,0.35000
South Sudan,19,2015,Government of Norway,12,17,Norway,9074470.10,0.73000
CAR,17,2017,Government of Switzerland,16,24,Switzerland,1558616.98,0.41000
Afghanistan,23,2023,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,2564660.00,0.22000
Yemen,64,2023,Government of Luxembourg,10,15,Luxembourg,382096.07,0.03000
Lebanon,71,2018,IRISH AID,23,13,Ireland,2415458.94,0.76000
Lebanon,71,2018,Government of Switzerland,16,24,Switzerland,501504.51,0.16000
Syria,62,2021,Government of Belgium,4,6,Belgium,8536585.37,1.12000
Burkina Faso (RhPF-WCA),85,2025,Government of Netherlands,11,16,Netherlands,4587155.96,4.87000
Ethiopia,53,2015,Sida,20,22,Sweden,706687.99,0.06000
oPt,67,2026,Iceland,55,55,Iceland,484274.40,0.10000
Mali (RhPF-WCA),86,2025,Government of Switzerland,16,24,Switzerland,1231527.10,3.28000
Haiti (RhPF-LAC),88,2025,Portugal,86,86,Portugal,70422.54,0.05000
Syria,62,2022,Sida,20,22,Sweden,3600655.32,0.47000
Somalia,21,2025,IRISH AID,23,13,Ireland,4310344.82,0.49000
Ukraine,81,2020,Government of Republic of Korea,14,63,Republic of Korea,400000.00,0.04000
Ethiopia,53,2009,Sida,20,22,Sweden,6476849.86,0.58000
Somalia,21,2023,Government of Luxembourg,10,15,Luxembourg,1133339.70,0.13000
Haiti,54,2011,Brunei Darussalam,37,37,Brunei Darussalam,61337.58,0.07000
Yemen,64,2018,Government of Belgium,4,6,Belgium,4938271.61,0.40000
Yemen,64,2019,Lithuania,67,67,Lithuania,22753.13,0.00000
oPt,67,2017,Government of Norway,12,17,Norway,511064.37,0.10000
Syria Cross border,70,2022,United States,102,102,United States,3000000.00,0.26000
Jordan,73,2020,Qatar,87,87,Qatar,1000000.00,1.53000
Jordan,73,2020,Government of the United Kingdom (Former DFID),19,9,United Kingdom,2472187.89,3.79000
Sudan,15,2024,IRISH AID,23,13,Ireland,5411255.41,0.32000
Syria,62,2023,Government of Cyprus,45,45,Cyprus,160599.57,0.02000
Colombia,52,2009,Government of Norway,12,17,Norway,993484.22,6.58000
Ethiopia,53,2018,Government of Republic of Korea,14,63,Republic of Korea,300000.00,0.03000
South Sudan,19,2020,Government of Canada,119,7,Canada,1444226.59,0.12000
Somalia,21,2018,Government of Germany,7,11,Germany,13635600.00,1.55000
Somalia,21,2011,Government of Netherlands,11,16,Netherlands,18700000.00,2.12000
Myanmar,59,2014,Sida,20,22,Sweden,728750.05,0.18000
Myanmar,59,2021,United States,102,102,United States,1000000.00,0.24000
Yemen,64,2016,Government of Republic of Korea,14,63,Republic of Korea,300000.00,0.02000
Nigeria,75,2024,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),6552.72,0.00000
Yemen,64,2018,Government of Canada,119,7,Canada,4839775.83,0.39000
Jordan,73,2015,Government of Belgium,4,6,Belgium,5745097.47,8.80000
Jordan,73,2019,Government of Italy,9,14,Italy,550055.01,0.84000
Syria,62,2015,Sida,20,22,Sweden,2372106.58,0.31000
Somalia,21,2024,Sida,20,22,Sweden,2896619.03,0.33000
South Sudan,19,2025,Jersey,120,120,Jersey,236742.43,0.02000
Afghanistan,23,2016,Government of Denmark,5,8,Denmark,1448393.73,0.12000
Somalia,21,2024,Government of Germany,7,11,Germany,9096598.80,1.03000
Syria Cross border,70,2018,Government of Italy,9,14,Italy,1706484.64,0.15000
Syria Cross border,70,2023,Government of Denmark,5,8,Denmark,6218486.08,0.54000
Sudan,15,2026,United States,102,102,United States,200000000.00,11.84000
Syria,62,2023,Government of Norway,12,17,Norway,7378717.25,0.97000
Ukraine,81,2019,United States,102,102,United States,1000000.00,0.09000
Colombia,52,2011,Government of Spain,15,21,Spain,1368941.43,9.07000
Ethiopia,53,2016,Government of Germany,7,11,Germany,2254791.43,0.20000
Ethiopia,53,2019,Government of the United Kingdom (Former DFID),19,9,United Kingdom,22928290.32,2.05000
Sudan,15,2014,Government of Denmark,5,8,Denmark,1868600.04,0.11000
Afghanistan,23,2023,Government of Ireland,129,13,Ireland,2161732.00,0.18000
DRC,24,2020,Government of Netherlands,11,16,Netherlands,10256650.00,0.68000
Somalia,21,2018,Government of the United Kingdom (Former DFID),19,9,United Kingdom,6441980.00,0.73000
DRC,24,2020,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,4025700.00,0.27000
Syria,62,2014,India,56,56,India,1000000.00,0.13000
Iraq,72,2016,Government of Cyprus,45,45,Cyprus,10615.71,0.00000
Nigeria,75,2025,Government of Luxembourg,10,15,Luxembourg,361944.16,0.10000
Ukraine,81,2023,IRISH AID,23,13,Ireland,2188183.81,0.20000
Ethiopia,53,2013,Government of the United Kingdom (Former DFID),19,9,United Kingdom,9463722.40,0.84000
Ethiopia,53,2026,IRISH AID,23,13,Ireland,1170960.19,0.10000
Afghanistan,23,2021,Government of Belgium,4,6,Belgium,2262048.00,0.19000
South Sudan,19,2020,Government of Belgium,4,6,Belgium,2360346.00,0.19000
Afghanistan,23,2016,Government of Switzerland,16,24,Switzerland,399965.00,0.03000
CAR,17,2020,Jersey Overseas Aid,205,120,Jersey,373013.61,0.10000
Haiti,54,2010,Gabon,51,51,Gabon,1000000.00,1.06000
Yemen,64,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),6989.54,0.00000
Ethiopia,53,2025,Government of Philippines,85,85,Philippines,20000.00,0.00000
Syria Cross border,70,2024,Qatar,87,87,Qatar,4961843.49,0.43000
Lebanon,71,2017,Sida,20,22,Sweden,1717580.99,0.54000
Lebanon,71,2023,Iceland,55,55,Iceland,293341.16,0.09000
Sudan,15,2024,Government of Switzerland,16,24,Switzerland,7996068.93,0.47000
Venezuela,83,2020,Government of Republic of Korea,14,63,Republic of Korea,800000.00,1.02000
Ethiopia,53,2024,Government of Luxembourg,10,15,Luxembourg,959176.99,0.09000
DRC,24,2011,Government of Netherlands,11,16,Netherlands,5000000.00,0.33000
Myanmar,59,2009,Government of the United Kingdom (Former DFID),19,9,United Kingdom,414593.70,0.10000
oPt,67,2018,Government of Switzerland,16,24,Switzerland,3014111.04,0.60000
Syria Cross border,70,2019,Government of Switzerland,16,24,Switzerland,1510068.48,0.13000
Lebanon,71,2022,Government of Canada,119,7,Canada,1316670.40,0.41000
Mozambique (RhPF),89,2025,Estonia,49,49,Estonia,31250.00,0.03000
Ukraine,81,2026,Government of Germany,7,11,Germany,9512485.14,0.85000
DRC,24,2016,Sida,20,22,Sweden,12187288.69,0.80000
Somalia,21,2014,Sida,20,22,Sweden,10660600.65,1.21000
DRC,24,2011,Agencia Española de Cooperación Internacional para el Desarrollo,21,21,Spain,6760950.00,0.45000
Haiti,54,2010,Sierra Leone,92,92,Sierra Leone,100000.00,0.11000
Yemen,64,2019,Government of Denmark,5,8,Denmark,9746209.42,0.78000
Lebanon,71,2022,Government of France,50,50,France,1050420.17,0.33000
Ukraine,81,2024,Government of Denmark,5,8,Denmark,6018318.90,0.54000
Burkina Faso (RhPF-WCA),85,2025,Government of Canada,119,7,Canada,727024.22,0.77000
Lebanon,71,2020,Sida,20,22,Sweden,1599206.12,0.50000
Lebanon,71,2020,Iceland,55,55,Iceland,349361.45,0.11000
Syria,62,2018,Government of Norway,12,17,Norway,5173465.14,0.68000
Iraq,72,2015,IRISH AID,23,13,Ireland,1096491.23,0.29000
Iraq,72,2017,Sida,20,22,Sweden,2018141.98,0.53000
Ukraine,81,2022,Government of Philippines,85,85,Philippines,100000.00,0.01000
South Sudan,19,2015,Government of Denmark,5,8,Denmark,2985306.32,0.24000
Sudan,15,2021,Government of Germany,7,11,Germany,24286456.00,1.44000
Sudan,15,2016,Sida,20,22,Sweden,9323778.09,0.55000
Sudan,15,2014,IRISH AID,23,13,Ireland,3211790.00,0.19000
Yemen,64,2018,Kuwait,64,64,Kuwait,5000000.00,0.40000
Yemen,64,2024,Sida,20,22,Sweden,2896619.03,0.23000
Ukraine,81,2023,Government of Germany,7,11,Germany,19201869.44,1.71000
oPt,67,2023,Government of Belgium,4,6,Belgium,6472491.91,1.30000
oPt,67,2023,Government of Luxembourg,10,15,Luxembourg,212089.08,0.04000
Jordan,73,2018,Government of Belgium,4,6,Belgium,1851851.85,2.84000
Iraq,72,2020,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),9647.62,0.00000
Nigeria,75,2022,Government of Norway,12,17,Norway,1231019.10,0.33000
Nigeria,75,2023,Government of Belgium,4,6,Belgium,2157497.30,0.57000
Afghanistan,23,2017,Government of Australia,2,3,Australia,6103184.74,0.51000
Somalia,21,2019,Government of Denmark,5,8,Denmark,7191743.86,0.82000
Somalia,21,2011,Government of Guyana,8,12,Guyana,75000.00,0.01000
Pakistan,60,2013,Government of Norway,12,17,Norway,1681908.97,1.58000
Yemen,64,2011,Government of Switzerland,16,24,Switzerland,542888.17,0.04000
Yemen,64,2016,Government of Denmark,5,8,Denmark,2842896.29,0.23000
Niger (RhPF-WCA),84,2022,Government of Norway,12,17,Norway,512924.62,0.74000
Chad (RhPF-WCA),90,2025,Government of Netherlands,11,16,Netherlands,5733944.95,4.92000
Syria,62,2020,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,0.13000
Iraq,72,2018,Government of Malaysia,69,69,Malaysia,100000.00,0.03000
South Sudan,19,2025,Government of Canada,119,7,Canada,2544230.29,0.21000
Nigeria,75,2025,Government of the United Kingdom (Former DFID),19,9,United Kingdom,7067923.19,1.87000
Ukraine,81,2025,Government of Republic of Korea,14,63,Republic of Korea,10000000.00,0.89000
DRC,24,2012,Government of Norway,12,17,Norway,8462089.49,0.56000
Somalia,21,2015,Government of the United Kingdom (Former DFID),19,9,United Kingdom,7460500.00,0.85000
Yemen,64,2019,Government of Switzerland,16,24,Switzerland,4335377.26,0.35000
Syria,62,2022,Government of Spain,15,21,Spain,1597444.09,0.21000
South Sudan,19,2025,Government of Norway,12,17,Norway,980822.18,0.08000
Ethiopia,53,2023,IRISH AID,23,13,Ireland,5403366.65,0.48000
South Sudan,19,2014,Government of Germany,7,11,Germany,1957850.00,0.16000
CAR,17,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),1431.79,0.00000
Myanmar,59,2022,Sida,20,22,Sweden,1646013.86,0.40000
Yemen,64,2021,Government of Germany,7,11,Germany,29006116.70,2.33000
Somalia,21,2024,Government of Netherlands,11,16,Netherlands,8574490.89,0.97000
Nigeria,75,2017,Government of Switzerland,16,24,Switzerland,1712383.11,0.45000
Ethiopia,53,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),5340.19,0.00000
South Sudan,19,2024,Government of Germany,7,11,Germany,10495165.08,0.85000
Afghanistan,23,2019,Government of the United Kingdom (Former DFID),19,9,United Kingdom,67140220.00,5.65000
Myanmar,59,2018,United States,102,102,United States,4250000.00,1.04000
Afghanistan,23,2024,Government of Denmark,5,8,Denmark,5591291.79,0.47000
Yemen,64,2024,IRISH AID,23,13,Ireland,6493506.49,0.52000
oPt,67,2014,Government of Spain,15,21,Spain,317662.01,0.06000
oPt,67,2025,Government of Belgium,4,6,Belgium,9683098.59,1.94000
Syria Cross border,70,2017,Government of France,50,50,France,5509398.97,0.48000
Syria Cross border,70,2022,Government of Belgium,4,6,Belgium,4494382.02,0.39000
Syria,62,2024,Brunei Darussalam,37,37,Brunei Darussalam,76970.57,0.01000
Syria,62,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,10304287.69,1.36000
Sudan,15,2018,Government of Ireland,129,13,Ireland,3635376.00,0.22000
Myanmar,59,2027,Government of Australia,2,3,Australia,4946996.47,1.21000
oPt,67,2024,Jersey,120,120,Jersey,146866.84,0.03000
Colombia (RhPF-LAC),87,2025,Government of Spain,15,21,Spain,567536.89,0.53000
DRC,24,2023,IRISH AID,23,13,Ireland,3025302.53,0.20000
Iraq,72,2018,Government of Cyprus,45,45,Cyprus,11376.56,0.00000
Somalia,21,2023,Government of Norway,12,17,Norway,5443296.24,0.62000
