PooledFundName,PooledFundId,FiscalYear,DonorName,DonorCode,GMSDonorId,GMSDonorName,ContributionAmt,ContributionPercent
Pakistan,60,2018,Government of Canada,119,7,Canada,388289.20,0.36000
CAR,17,2021,Government of Ireland,129,13,Ireland,3638390.92,0.97000
Sudan,15,2023,Government of Ireland,129,13,Ireland,3274791.00,0.19000
CAR,17,2017,IRISH AID,23,13,Ireland,3588770.00,0.95000
Myanmar,59,2018,Government of Germany,7,11,Germany,1136363.64,0.28000
Ukraine,81,2024,Government of Finland,6,10,Finland,5359056.81,0.48000
CAR,17,2020,Government of the United Kingdom (Former DFID),19,9,United Kingdom,6134500.04,1.63000
Syria Cross border,70,2025,Government of France,50,50,France,1170960.19,0.10000
Burkina Faso (RhPF-WCA),85,2026,Government of Canada,119,7,Canada,546642.90,0.58000
Afghanistan,23,2015,Government of Australia,2,3,Australia,6143578.23,0.52000
Syria Cross border,70,2023,Japan,60,60,Japan,335245.00,0.03000
Syria Cross border,70,2017,Government of Switzerland,16,24,Switzerland,993048.66,0.09000
Lebanon,71,2019,Sida,20,22,Sweden,2664373.39,0.84000
Nigeria,75,2024,Government of Norway,12,17,Norway,1693065.48,0.45000
Syria,62,2020,Iceland,55,55,Iceland,202183.59,0.03000
Colombia,52,2010,Government of Norway,12,17,Norway,1005111.66,6.66000
Syria,62,2026,Government of Luxembourg,10,15,Luxembourg,689264.73,0.09000
Syria Cross border,70,2025,Government of the United Kingdom (Former DFID),19,9,United Kingdom,2528445.01,0.22000
Myanmar,59,2018,Government of Switzerland,16,24,Switzerland,202020.20,0.05000
Somalia,21,2025,Government of Luxembourg,10,15,Luxembourg,361944.16,0.04000
DRC,24,2026,Government of Luxembourg,10,15,Luxembourg,343642.61,0.02000
Sudan,15,2024,Government of Germany,7,11,Germany,26189198.61,1.55000
South Sudan,19,2018,Government of Canada,119,7,Canada,622261.85,0.05000
South Sudan,19,2018,Swiss Agency for Development and Cooperation,22,24,Switzerland,1810736.13,0.15000
Yemen,64,2026,Government of Norway,12,17,Norway,1626325.16,0.13000
Ukraine,81,2019,Government of Germany,7,11,Germany,2779709.41,0.25000
DRC,24,2017,Government of Germany,7,11,Germany,8220700.00,0.54000
DRC,24,2014,Government of Netherlands,11,16,Netherlands,4605263.00,0.30000
oPt,67,2020,Iceland,55,55,Iceland,169998.64,0.03000
Lebanon,71,2018,Government of Germany,7,11,Germany,2844141.07,0.89000
Myanmar,59,2017,Government of Australia,2,3,Australia,2258696.44,0.55000
Yemen,64,2012,Government of Denmark,5,8,Denmark,1727782.99,0.14000
Burkina Faso (RhPF-WCA),85,2023,Government of Netherlands,11,16,Netherlands,8596800.00,9.13000
Niger (RhPF-WCA),84,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),1042.49,0.00000
Sudan,15,2009,Government of Norway,12,17,Norway,15866005.71,0.94000
DRC,24,2017,Sida,20,22,Sweden,17014352.83,1.12000
Ethiopia,53,2021,Government of the United Kingdom (Former DFID),19,9,United Kingdom,18268291.29,1.63000
Ethiopia,53,2024,Government of Finland,6,10,Finland,5293876.58,0.47000
South Sudan,19,2022,Government of Netherlands,11,16,Netherlands,9733005.00,0.78000
Syria Cross border,70,2015,IRISH AID,23,13,Ireland,1096491.23,0.10000
Lebanon,71,2021,Government of Switzerland,16,24,Switzerland,1102535.83,0.35000
Syria,62,2017,Sida,20,22,Sweden,4190625.28,0.55000
Iraq,72,2018,Qatar,87,87,Qatar,999991.10,0.26000
Afghanistan,23,2020,Government of Luxembourg,10,15,Luxembourg,414332.80,0.03000
oPt,67,2022,Sida,20,22,Sweden,2263269.06,0.45000
oPt,67,2025,Government of Spain,15,21,Spain,1135073.78,0.23000
Syria Cross border,70,2022,Government of Switzerland,16,24,Switzerland,4195841.38,0.37000
Ethiopia,53,2025,New Zealand,80,80,New Zealand,895602.73,0.08000
Ethiopia,53,2022,Jersey,120,120,Jersey,121212.12,0.01000
Colombia,52,2017,Government of Spain,15,21,Spain,588235.29,3.90000
Afghanistan,23,2023,Iceland,55,55,Iceland,571268.52,0.05000
Ethiopia,53,2012,Government of Denmark,5,8,Denmark,902391.08,0.08000
Myanmar,59,2026,Government of Norway,12,17,Norway,1084216.77,0.26000
South Sudan,19,2026,Government of Norway,12,17,Norway,1084216.77,0.09000
Yemen,64,2024,Government of Canada,119,7,Canada,3634231.61,0.29000
CAR,17,2014,Government of Luxembourg,10,15,Luxembourg,341525.00,0.09000
South Sudan,19,2013,IRISH AID,23,13,Ireland,3213040.00,0.26000
Yemen,64,2017,Lithuania,67,67,Lithuania,21715.53,0.00000
Venezuela,83,2021,Government of Norway,12,17,Norway,400134.40,0.51000
Niger (RhPF-WCA),84,2023,Government of Germany,7,11,Germany,3508160.03,5.09000
CAR,17,2019,Government of Denmark,5,8,Denmark,3043167.33,0.81000
South Sudan,19,2017,Government of Norway,12,17,Norway,9984876.36,0.80000
Afghanistan,23,2026,Government of Norway,12,17,Norway,1626325.16,0.14000
Sudan,15,2025,Government of Spain,15,21,Spain,382629.11,0.02000
Somalia,21,2019,Government of Canada,119,7,Canada,1442460.26,0.16000
Syria Cross border,70,2014,Government of Germany,7,11,Germany,7456637.37,0.65000
Ukraine,81,2023,Government of the United Kingdom (Former DFID),19,9,United Kingdom,41540512.89,3.71000
DRC,24,2026,United States,102,102,United States,375000000.00,24.71000
Iraq,72,2017,Government of Canada,119,7,Canada,369691.51,0.10000
oPt,67,2009,Government of the United Kingdom (Former DFID),19,9,United Kingdom,1436781.61,0.29000
Syria Cross border,70,2014,Government of France,50,50,France,622665.01,0.05000
Ethiopia,53,2008,Sida,20,22,Sweden,4090487.37,0.36000
Afghanistan,23,2021,Government of Montenegro,114,114,Montenegro,100000.00,0.01000
oPt,67,2017,Malta,71,71,Malta,35294.12,0.01000
Syria Cross border,70,2023,Slovenia,95,95,Slovenia,211864.41,0.02000
Syria Cross border,70,2022,Government of Canada,119,7,Canada,3191928.25,0.28000
Ethiopia,53,2013,Government of Switzerland,16,24,Switzerland,1294787.63,0.12000
Sudan,15,2021,Government of Netherlands,11,16,Netherlands,7247790.00,0.43000
Sudan,15,2025,Government of Belgium,4,6,Belgium,2934272.30,0.17000
Iraq,72,2018,Government of the United Kingdom (Former DFID),19,9,United Kingdom,17170379.45,4.54000
Yemen,64,2020,Government of Switzerland,16,24,Switzerland,2585315.41,0.21000
Nigeria,75,2023,Sida,20,22,Sweden,2390319.50,0.63000
Syria,62,2022,Government of Belgium,4,6,Belgium,7865168.54,1.04000
Iraq,72,2021,Japan,60,60,Japan,400000.00,0.11000
Haiti (RhPF-LAC),88,2026,United States,102,102,United States,125000000.00,88.72000
Lebanon,71,2019,Government of Switzerland,16,24,Switzerland,495540.14,0.16000
Somalia,21,2020,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),23134.81,0.00000
Somalia,21,2011,PRIVATE SECTOR,17,19,PRIVATE SECTOR,10000.00,0.00000
Afghanistan,23,2024,Portugal,86,86,Portugal,54704.60,0.00000
South Sudan,19,2017,Government of the United Kingdom (Former DFID),19,9,United Kingdom,22383300.00,1.80000
oPt,67,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),1098720.59,0.22000
CAR,17,2026,IRISH AID,23,13,Ireland,1169590.64,0.31000
Afghanistan,23,2024,Government of Spain,15,21,Spain,1054852.32,0.09000
Yemen,64,2023,Government of Republic of Korea,14,63,Republic of Korea,2000000.00,0.16000
Ukraine,81,2019,Government of Poland,13,18,Poland,516184.88,0.05000
Burkina Faso (RhPF-WCA),85,2021,Government of Germany,7,11,Germany,1126126.13,1.20000
CAR,17,2020,Government of Republic of Korea,14,63,Republic of Korea,200000.00,0.05000
Sudan,15,2020,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,3875400.00,0.23000
DRC,24,2009,Government of Norway,12,17,Norway,3091160.11,0.20000
Syria Cross border,70,2016,Government of France,50,50,France,2234636.87,0.19000
CAR,17,2023,Government of the United Kingdom (Former DFID),19,9,United Kingdom,3671970.62,0.97000
Lebanon,71,2023,Government of Belgium,4,6,Belgium,4314994.61,1.36000
Nigeria,75,2024,Government of the United Kingdom (Former DFID),19,9,United Kingdom,3217829.25,0.85000
Venezuela,83,2020,Government of Canada,119,7,Canada,1092663.39,1.40000
Sudan,15,2025,Portugal,86,86,Portugal,70422.54,0.00000
Afghanistan,23,2023,Government of Switzerland,16,24,Switzerland,6166506.06,0.52000
Syria,62,2023,Japan,60,60,Japan,335245.00,0.04000
oPt,67,2008,Sida,20,22,Sweden,893735.02,0.18000
DRC,24,2021,Government of Ireland,129,13,Ireland,3003490.92,0.20000
Somalia,21,2016,Government of the United Kingdom (Former DFID),19,9,United Kingdom,6321500.00,0.72000
CAR,17,2026,Government of Germany,7,11,Germany,2378121.28,0.63000
Ethiopia,53,2021,Government of Norway,12,17,Norway,4015301.19,0.36000
Myanmar,59,2023,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.12000
Yemen,64,2018,Portugal,86,86,Portugal,165136.41,0.01000
Yemen,64,2023,United States,102,102,United States,5000000.00,0.40000
Sudan,15,2014,Government of the United Kingdom (Former DFID),19,9,United Kingdom,22346951.73,1.32000
Myanmar,59,2017,Government of the United Kingdom (Former DFID),19,9,United Kingdom,3221649.48,0.79000
DRC,24,2018,Government of Canada,119,7,Canada,1592737.12,0.10000
Yemen,64,2021,Government of Denmark,5,8,Denmark,5717182.11,0.46000
oPt,67,2021,Government of France,50,50,France,304878.05,0.06000
Pakistan,60,2011,Government of Montenegro,114,114,Montenegro,70316.90,0.07000
Ukraine,81,2026,Government of Luxembourg,10,15,Luxembourg,343642.61,0.03000
Haiti,54,2010,Malta,71,71,Malta,70028.01,0.07000
Colombia,52,2012,Government of Spain,15,21,Spain,649350.65,4.30000
Syria,62,2019,Government of Canada,119,7,Canada,3752924.39,0.49000
Iraq,72,2019,Government of Italy,9,14,Italy,550055.01,0.15000
Lebanon,71,2026,Government of Canada,119,7,Canada,2546463.56,0.80000
Pakistan,60,2012,Government of the United Kingdom (Former DFID),19,9,United Kingdom,4846526.66,4.55000
Yemen,64,2025,Kuwait,64,64,Kuwait,500000.00,0.04000
Sudan,15,2026,Estonia,49,49,Estonia,34364.26,0.00000
Afghanistan,23,2014,Government of Republic of Korea,14,63,Republic of Korea,6000000.00,0.51000
DRC,24,2010,IRISH AID,23,13,Ireland,4372682.67,0.29000
Myanmar,59,2024,New Zealand,80,80,New Zealand,4058126.85,0.99000
Yemen,64,2024,Government of France,50,50,France,1071811.36,0.09000
South Sudan,19,2025,Government of Luxembourg,10,15,Luxembourg,361944.16,0.03000
South Sudan,19,2016,Sida,20,22,Sweden,7322433.01,0.59000
Lebanon,71,2022,Government of Denmark,5,8,Denmark,4213310.94,1.32000
Jordan,73,2016,IRISH AID,23,13,Ireland,1592356.69,2.44000
Ethiopia,53,2019,Government of Italy,9,14,Italy,551267.92,0.05000
Ethiopia,53,2024,Government of Australia,2,3,Australia,1994409.70,0.18000
Haiti,54,2010,Afghanistan,26,26,Afghanistan,200000.00,0.21000
Venezuela,83,2025,IRISH AID,23,13,Ireland,1135073.78,1.45000
oPt,67,2020,Government of Belgium,4,6,Belgium,4343105.32,0.87000
Afghanistan,23,2020,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),3090.75,0.00000
CAR,17,2024,Government of Canada,119,7,Canada,726626.78,0.19000
Lebanon,71,2026,Government of Belgium,4,6,Belgium,2341920.37,0.74000
Myanmar,59,2011,Sida,20,22,Sweden,2199674.17,0.54000
Yemen,64,2020,Government of Canada,119,7,Canada,4979937.96,0.40000
oPt,67,2016,Government of Spain,15,21,Spain,560538.12,0.11000
Ethiopia,53,2026,Government of Germany,7,11,Germany,2378121.28,0.21000
Myanmar,59,2026,United States,102,102,United States,140000000.00,34.16000
Ukraine,81,2023,EUROPEAN UNION,105,105,European Commission,2181025.08,0.19000
Somalia,21,2020,Government of Norway,12,17,Norway,4718936.64,0.53000
Mali (RhPF-WCA),86,2025,Government of Canada,119,7,Canada,363512.11,0.97000
Ethiopia,53,2020,Sida,20,22,Sweden,5010845.84,0.45000
Nigeria,75,2025,Government of Canada,119,7,Canada,1454048.43,0.38000
Somalia,21,2023,Estonia,49,49,Estonia,21574.97,0.00000
Somalia,21,2023,Government of Australia,2,3,Australia,2033486.90,0.23000
Syria Cross border,70,2015,Government of Belgium,4,6,Belgium,5558568.33,0.48000
Yemen,64,2014,Government of Netherlands,11,16,Netherlands,2717391.30,0.22000
Mozambique (RhPF),89,2025,Government of Norway,12,17,Norway,490411.09,0.54000
Iraq,72,2017,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),258.38,0.00000
Afghanistan,23,2022,Government of Netherlands,11,16,Netherlands,21628900.00,1.82000
oPt,67,2025,Scotland,1031,200,Scotland,789473.68,0.16000
Syria Cross border,70,2022,Sida,20,22,Sweden,6059360.49,0.53000
DRC,24,2018,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.03000
Somalia,21,2025,PRIVATE SECTOR,17,19,PRIVATE SECTOR,3548.41,0.00000
Sudan,15,2025,IRISH AID,23,13,Ireland,7124042.14,0.42000
Syria Cross border,70,2025,Sida,20,22,Sweden,1690272.07,0.15000
Lebanon,71,2015,Government of Denmark,5,8,Denmark,741179.96,0.23000
Ethiopia,53,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),2125.07,0.00000
Yemen,64,2022,Government of Switzerland,16,24,Switzerland,3862212.94,0.31000
Syria,62,2024,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),140645.23,0.02000
oPt,67,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),9262.03,0.00000
Lebanon,71,2023,Government of France,50,50,France,2181025.08,0.69000
Myanmar,59,2022,Government of Germany,7,11,Germany,12327708.24,3.01000
Ukraine,81,2022,Government of Belgium,4,6,Belgium,8763388.51,0.78000
South Sudan,19,2025,Government of Germany,7,11,Germany,5208333.33,0.42000
Iraq,72,2017,IRISH AID,23,13,Ireland,2171552.66,0.57000
DRC,24,2012,Government of the United Kingdom (Former DFID),19,9,United Kingdom,44896950.00,2.96000
DRC,24,2017,Government of the United Kingdom (Former DFID),19,9,United Kingdom,30731350.00,2.03000
Myanmar,59,2025,Government of Canada,119,7,Canada,3258401.76,0.79000
Yemen,64,2011,Sida,20,22,Sweden,2232161.53,0.18000
oPt,67,2009,Government of Norway,12,17,Norway,778258.57,0.16000
Syria Cross border,70,2023,Private Contributions,1011,,Private Contributions,31418.95,0.00000
CAR,17,2022,Jersey Overseas Aid,205,120,Jersey,198641.40,0.05000
Syria,62,2018,Qatar,87,87,Qatar,499995.55,0.07000
CAR,17,2023,Government of Italy,9,14,Italy,534523.27,0.14000
Ethiopia,53,2026,Government of Luxembourg,10,15,Luxembourg,286368.84,0.03000
Pakistan,60,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),24.39,0.00000
Yemen,64,2025,Private Contributions,1011,,Private Contributions,1000000.00,0.08000
Ukraine,81,2021,Lithuania,67,67,Lithuania,121951.22,0.01000
Syria,62,2023,Government of Spain,15,21,Spain,1859723.70,0.24000
Lebanon,71,2019,Iceland,55,55,Iceland,198838.78,0.06000
Ukraine,81,2025,Portugal,86,86,Portugal,158450.71,0.01000
Venezuela,83,2024,Government of Germany,7,11,Germany,1094091.90,1.40000
Yemen,64,2021,Government of Cyprus,45,45,Cyprus,24479.80,0.00000
Afghanistan,23,2024,Government of Italy,9,14,Italy,4721930.75,0.40000
Nigeria,75,2020,Government of Germany,7,11,Germany,12327467.93,3.26000
Ukraine,81,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),2080.97,0.00000
Syria,62,2014,Government of Luxembourg,10,15,Luxembourg,317662.01,0.04000
Syria,62,2021,Government of Denmark,5,8,Denmark,4082678.37,0.54000
Syria Cross border,70,2017,IRISH AID,23,13,Ireland,1764705.88,0.15000
Afghanistan,23,2025,Sida,20,22,Sweden,4573677.36,0.39000
Syria,62,2015,India,56,56,India,1000000.00,0.13000
South Sudan,19,2012,Government of Norway,12,17,Norway,12106629.98,0.98000
oPt,67,2024,Government of Luxembourg,10,15,Luxembourg,273522.98,0.05000
oPt,67,2017,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),4287.08,0.00000
Sudan,15,2024,Government of Netherlands,11,16,Netherlands,10718113.62,0.63000
Sudan,15,2020,Government of Canada,119,7,Canada,1731531.11,0.10000
South Sudan,19,2015,Government of Italy,9,14,Italy,550665.01,0.04000
Syria Cross border,70,2019,Government of France,50,50,France,11479397.94,1.00000
Pakistan,60,2010,Malta,71,71,Malta,12706.48,0.01000
South Sudan,19,2016,Government of Canada,119,7,Canada,782350.18,0.06000
DRC,24,2024,Government of Germany,7,11,Germany,11029823.21,0.73000
oPt,67,2017,Government of Germany,7,11,Germany,2209384.59,0.44000
Myanmar,59,2019,United States,102,102,United States,4500000.00,1.10000
South Sudan,19,2025,Government of Philippines,85,85,Philippines,20000.00,0.00000
Ukraine,81,2023,Government of Australia,2,3,Australia,6754959.87,0.60000
Venezuela,83,2022,Government of Germany,7,11,Germany,3076248.42,3.94000
Syria Cross border,70,2020,Government of Switzerland,16,24,Switzerland,3152122.77,0.27000
Somalia,21,2014,IRISH AID,23,13,Ireland,4042340.00,0.46000
Afghanistan,23,2017,Government of Denmark,5,8,Denmark,2842726.17,0.24000
Ethiopia,53,2007,Government of Norway,12,17,Norway,2022775.61,0.18000
Afghanistan,23,2024,Kuwait,64,64,Kuwait,500000.00,0.04000
Somalia,21,2024,IRISH AID,23,13,Ireland,3787878.79,0.43000
Ethiopia,53,2016,United States,102,102,United States,6700000.00,0.60000
oPt,67,2013,Sida,20,22,Sweden,458394.52,0.09000
Niger (RhPF-WCA),84,2022,Iceland,55,55,Iceland,176516.27,0.26000
Sudan,15,2020,Government of Germany,7,11,Germany,12619019.51,0.75000
Lebanon,71,2026,Government of Spain,15,21,Spain,1170960.19,0.37000
Pakistan,60,2011,Private Contributions,1011,,Private Contributions,26493.91,0.02000
Yemen,64,2024,Saudi Arabia,91,91,Saudi Arabia,2999985.00,0.24000
Ukraine,81,2025,Government of Germany,7,11,Germany,25047274.38,2.24000
Somalia,21,2022,Government of Germany,7,11,Germany,14277508.00,1.62000
DRC,24,2014,Government of Norway,12,17,Norway,4640483.58,0.31000
Afghanistan,23,2021,Government of Switzerland,16,24,Switzerland,4157795.00,0.35000
South Sudan,19,2020,Government of the United Kingdom (Former DFID),19,9,United Kingdom,8962450.00,0.72000
DRC,24,2012,Sida,20,22,Sweden,18752449.31,1.24000
Yemen,64,2017,Government of Spain,15,21,Spain,716845.88,0.06000
Ukraine,81,2024,Portugal,86,86,Portugal,218818.38,0.02000
DRC,24,2018,Sida,20,22,Sweden,12160621.20,0.80000
Lebanon,71,2026,Jersey,120,120,Jersey,138339.92,0.04000
Somalia,21,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),5222.72,0.00000
Syria,62,2015,Government of Germany,7,11,Germany,1096491.23,0.14000
South Sudan,19,2014,Government of Norway,12,17,Norway,11378413.04,0.92000
Somalia,21,2016,Sida,20,22,Sweden,7506157.99,0.85000
Lebanon,71,2020,Qatar,87,87,Qatar,1000000.00,0.31000
Niger (RhPF-WCA),84,2023,Government of Norway,12,17,Norway,1005753.21,1.46000
DRC,24,2025,Portugal,86,86,Portugal,346820.81,0.02000
Niger (RhPF-WCA),84,2021,Government of Denmark,5,8,Denmark,5592952.33,8.11000
Ethiopia,53,2023,Government of Italy,9,14,Italy,5393743.26,0.48000
Ukraine,81,2024,Government of Spain,15,21,Spain,1265822.79,0.11000
Syria,62,2017,Government of Netherlands,11,16,Netherlands,5336179.30,0.70000
Somalia,21,2023,Government of the United Kingdom (Former DFID),19,9,United Kingdom,9457875.99,1.07000
CAR,17,2009,Government of the United Kingdom (Former DFID),19,9,United Kingdom,1220000.00,0.32000
Syria Cross border,70,2014,Government of Norway,12,17,Norway,2064409.58,0.18000
Pakistan,60,2018,Sida,20,22,Sweden,2903966.14,2.73000
Nigeria,75,2019,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.13000
Somalia,21,2016,Government of Denmark,5,8,Denmark,2607108.72,0.30000
Myanmar,59,2025,Government of Germany,7,11,Germany,6376557.63,1.56000
Ukraine,81,2024,Government of Australia,2,3,Australia,6648032.33,0.59000
Nigeria,75,2019,Government of Belgium,4,6,Belgium,3409090.91,0.90000
Syria Cross border,70,2020,New Zealand,80,80,New Zealand,1213200.00,0.11000
Yemen,64,2024,Government of Philippines,85,85,Philippines,100000.00,0.01000
DRC,24,2020,Government of Norway,12,17,Norway,1076724.20,0.07000
Afghanistan,23,2024,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),120160.83,0.01000
South Sudan,19,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,3880983.18,0.31000
oPt,67,2024,Government of Switzerland,16,24,Switzerland,4830952.38,0.97000
Somalia,21,2011,Government of Australia (Former AusAID),24,3,Australia,3098400.00,0.35000
Nigeria,75,2022,Government of Luxembourg,10,15,Luxembourg,908269.21,0.24000
Sudan,15,2025,Government of Switzerland,16,24,Switzerland,20051947.58,1.19000
Syria,62,2023,Government of Switzerland,16,24,Switzerland,3293352.20,0.43000
Afghanistan,23,2016,Government of Germany,7,11,Germany,9066875.00,0.76000
Pakistan,60,2010,Government of Australia,2,3,Australia,1803000.00,1.69000
Venezuela,83,2023,Government of Norway,12,17,Norway,1270102.46,1.63000
Somalia,21,2017,Government of Canada,119,7,Canada,857326.64,0.10000
Sudan,15,2020,Government of Italy,9,14,Italy,579344.53,0.03000
Yemen,64,2011,Government of the United Kingdom (Former DFID),19,9,United Kingdom,2438729.61,0.20000
Burkina Faso (RhPF-WCA),85,2025,Government of Germany,7,11,Germany,1041666.67,1.11000
Colombia (RhPF-LAC),87,2026,United States,102,102,United States,100000000.00,93.74000
Yemen,64,2024,Jersey,120,120,Jersey,238549.62,0.02000
Venezuela,83,2024,EUROPEAN UNION,105,105,European Commission,1079913.61,1.38000
Somalia,21,2014,Swiss Agency for Development and Cooperation,22,24,Switzerland,2039941.04,0.23000
oPt,67,2018,Government of Norway,12,17,Norway,7174971.93,1.44000
Syria Cross border,70,2021,Government of Denmark,5,8,Denmark,6389530.34,0.56000
Ukraine,81,2024,Government of Netherlands,11,16,Netherlands,16077170.42,1.44000
CAR,17,2019,Government of Switzerland,16,24,Switzerland,653225.63,0.17000
CAR,17,2011,Sida,20,22,Sweden,4874075.36,1.29000
Yemen,64,2017,Government of the United Kingdom (Former DFID),19,9,United Kingdom,51087368.79,4.10000
Nigeria,75,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),4372.72,0.00000
Afghanistan,23,2016,Government of Norway,12,17,Norway,3571966.11,0.30000
Ethiopia,53,2024,Government of Canada,119,7,Canada,5087924.26,0.45000
Chad (RhPF-WCA),90,2026,United States,102,102,United States,100000000.00,85.83000
Sudan,15,2020,Government of Norway,12,17,Norway,2105047.85,0.12000
Afghanistan,23,2022,Sida,20,22,Sweden,9233634.19,0.78000
Lebanon,71,2017,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),78.00,0.00000
Ukraine,81,2019,Sida,20,22,Sweden,1077483.32,0.10000
Sudan,15,2010,Sida,20,22,Sweden,13907975.80,0.82000
Yemen,64,2021,Government of Netherlands,11,16,Netherlands,14067995.31,1.13000
Ethiopia,53,2007,Sida,20,22,Sweden,577564.80,0.05000
CAR,17,2020,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,1292300.00,0.34000
Myanmar,59,2025,New Zealand,80,80,New Zealand,2800114.75,0.68000
Afghanistan,23,2027,Government of Australia,2,3,Australia,7246376.81,0.61000
Mali (RhPF-WCA),86,2025,Government of Belgium,4,6,Belgium,3521126.76,9.39000
Ethiopia,53,2016,Government of Denmark,5,8,Denmark,1493988.76,0.13000
South Sudan,19,2014,IRISH AID,23,13,Ireland,4020240.00,0.32000
Niger (RhPF-WCA),84,2024,Government of Germany,7,11,Germany,3273755.56,4.75000
Sudan,15,2017,Government of the United Kingdom (Former DFID),19,9,United Kingdom,20858450.00,1.23000
Nigeria,75,2020,Government of Spain,15,21,Spain,358422.94,0.09000
Syria,62,2020,Government of Canada,119,7,Canada,5181460.53,0.68000
Syria,62,2020,Government of the United Kingdom (Former DFID),19,9,United Kingdom,12670226.97,1.67000
Mali (RhPF-WCA),86,2024,Government of Germany,7,11,Germany,5837867.62,15.56000
Iraq,72,2021,Government of Luxembourg,10,15,Luxembourg,365853.66,0.10000
Afghanistan,23,2022,Government of Republic of Korea,14,63,Republic of Korea,1504559.27,0.13000
Jordan,73,2020,Government of Italy,9,14,Italy,896057.35,1.37000
South Sudan,19,2022,Swiss Agency for Development and Cooperation,22,24,Switzerland,1622722.04,0.13000
Yemen,64,2011,IRISH AID,23,13,Ireland,273597.81,0.02000
Yemen,64,2012,Government of Switzerland,16,24,Switzerland,969599.85,0.08000
Syria Cross border,70,2023,Government of Germany,7,11,Germany,26918683.36,2.34000
Myanmar,59,2025,Government of Norway,12,17,Norway,1275068.83,0.31000
South Sudan,19,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),149790.95,0.01000
Afghanistan,23,2019,Government of Canada (Former CIDA),18,7,Canada,376049.27,0.03000
Colombia (RhPF-LAC),87,2026,Government of Germany,7,11,Germany,585480.09,0.55000
Ethiopia,53,2024,Japan,60,60,Japan,500000.00,0.04000
Ethiopia,53,2011,Government of the United Kingdom (Former DFID),19,9,United Kingdom,17813610.40,1.59000
oPt,67,2019,Government of Denmark,5,8,Denmark,2204320.14,0.44000
oPt,67,2021,Government of Belgium,4,6,Belgium,7209051.11,1.44000
Syria Cross border,70,2016,Government of Belgium,4,6,Belgium,5777903.04,0.50000
Ethiopia,53,2024,IRISH AID,23,13,Ireland,3651137.60,0.33000
CAR,17,2016,IRISH AID,23,13,Ireland,3278970.00,0.87000
South Sudan,19,2017,IRISH AID,23,13,Ireland,3194392.00,0.26000
Yemen,64,2026,Iceland,55,55,Iceland,485184.10,0.04000
Somalia,21,2024,Japan,60,60,Japan,61661.00,0.01000
DRC,24,2017,Government of Luxembourg,10,15,Luxembourg,266125.01,0.02000
Syria,62,2019,Japan,60,60,Japan,400000.00,0.05000
Somalia,21,2015,Government of Australia,2,3,Australia,3594485.62,0.41000
Yemen,64,2021,Government of Luxembourg,10,15,Luxembourg,426829.27,0.03000
oPt,67,2009,Government of Netherlands,11,16,Netherlands,1102941.00,0.22000
Haiti (RhPF-LAC),88,2024,Government of Germany,7,11,Germany,1411378.56,1.00000
Yemen,64,2022,Government of Azerbaijan,3,5,Azerbaijan,30000.00,0.00000
Nigeria,75,2026,Sida,20,22,Sweden,1812723.81,0.48000
Afghanistan,23,2022,Government of Cyprus,45,45,Cyprus,30762.15,0.00000
Sudan,15,2020,Government of Republic of Korea,14,63,Republic of Korea,550000.00,0.03000
Syria Cross border,70,2022,IRISH AID,23,13,Ireland,2738225.63,0.24000
Myanmar,59,2014,Government of Australia,2,3,Australia,1881400.00,0.46000
Afghanistan,23,2021,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,64067200.00,5.40000
Somalia,21,2025,Sida,20,22,Sweden,1988555.37,0.23000
CAR,17,2019,Government of Belgium,4,6,Belgium,2251000.00,0.60000
Sudan,15,2017,Government of Germany,7,11,Germany,1082100.00,0.06000
Afghanistan,23,2024,Government of Switzerland,16,24,Switzerland,4336317.96,0.37000
Yemen,64,2018,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,0.08000
Venezuela,83,2025,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,1.28000
Syria,62,2021,Government of Norway,12,17,Norway,11256422.12,1.48000
