PooledFundId,PooledFundName,PooledFundCodeAbbrv,ContributionCode,FiscalYear,DonorName,DonorCode,GMSDonorID,GMSDonorName,CountryCode,PledgeDate,PledgeAmt,PipeLineDate,PaidDate,PaidAmt,ExpectedDate,PledgeAmtLocalCurrency,PledgeAmtCurrencyExchangeRate,PaidAmtLocalCurrency,PaidAmtCurrencyExchangeRate,PledgeAmtLocal,PaidAmtLocal,IsTransfer
19,South Sudan,SSD19,ERF/SSHF/78027/85403/2026,2026,Jersey,120,120,Jersey,JE,3/24/2026 12:00:00 AM,280748.66,3/5/2026 12:00:00 AM,4/1/2026 12:00:00 AM,276679.84,1/1/0001 12:00:00 AM,GBP,0.74,GBP,0.76,210000,210000,0
19,South Sudan,SSD19,ERF/SSHF/78212/85765/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/13/2026 12:00:00 AM,5714285.71,7/2/2026 12:00:00 AM,7/16/2026 12:00:00 AM,5714285.72,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,5000000,5000000,0
15,Sudan,SUD15,ERF/SUHF/78105/85586/2026,2026,IRISH AID,23,13,Ireland,IE,7/30/2026 12:00:00 AM,5714285.71,4/22/2026 12:00:00 AM,8/10/2026 12:00:00 AM,5753739.93,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,5000000,5000000,0
15,Sudan,SUD15,ERF/SUHF/78224/85805/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/14/2026 12:00:00 AM,14857142.86,7/10/2026 12:00:00 AM,7/16/2026 12:00:00 AM,14857142.86,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,13000000,13000000,0
15,Sudan,SUD15,ERF/SUHF/77811/84944/2025,2026,Government of Australia,2,3,Australia,AU,1/12/2026 12:00:00 AM,9377093.1,11/5/2025 12:00:00 AM,12/30/2025 12:00:00 AM,9758465.54,1/1/0001 12:00:00 AM,AUD,1.53,AUD,1.44,14000000,14003398.05,0
15,Sudan,SUD15,ERF/SUHF/78068/85522/2026,2026,Estonia,49,49,Estonia,EE,5/4/2026 12:00:00 AM,35087.72,4/2/2026 12:00:00 AM,4/14/2026 12:00:00 AM,34364.26,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0.87,30000,30000,0
15,Sudan,SUD15,ERF/SUHF/78136/85654/2026,2026,EUROPEAN UNION,105,105,European Commission,EU,9/15/2026 12:00:00 AM,12761020.88,9/15/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0,11000000,0,0
15,Sudan,SUD15,ERF/SUHF/77779/84894/2025,2026,Government of Germany,7,11,Germany,DE,12/8/2025 12:00:00 AM,2317497.1,10/17/2025 12:00:00 AM,7/23/2026 12:00:00 AM,2285714.29,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0.88,2000000,2000000,0
15,Sudan,SUD15,ERF/SUHF/77806/84938/2025,2026,Government of Belgium,4,6,Belgium,BE,12/18/2025 12:00:00 AM,2934272.3,11/3/2025 12:00:00 AM,4/23/2026 12:00:00 AM,2927400.47,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.85,2500000,2500000,0
15,Sudan,SUD15,ERF/SUHF/78082/85561/2026,2026,Government of Norway,12,17,Norway,NO,5/13/2026 12:00:00 AM,3226847.37,4/15/2026 12:00:00 AM,5/22/2026 12:00:00 AM,3252650.32,1/1/0001 12:00:00 AM,NOK,9.48,NOK,9.22,30000000,29999193.92,0
15,Sudan,SUD15,ERF/SUHF/78212/85766/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/13/2026 12:00:00 AM,5714285.71,7/2/2026 12:00:00 AM,7/16/2026 12:00:00 AM,5714285.72,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,5000000,5000000,0
15,Sudan,SUD15,ERF/SUHF/77584/84473/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,1803751.8,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,1771942.38,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,2500000,2500210.69,0
15,Sudan,SUD15,ERF/SUHF/77941/85108/2025,2026,United Arab Emirates,101,101,United Arab Emirates,AE,1/15/2026 12:00:00 AM,5000000,12/20/2025 12:00:00 AM,2/20/2026 12:00:00 AM,5000000,1/1/0001 12:00:00 AM,USD,1,USD,1,5000000,5000000,0
15,Sudan,SUD15,ERF/SUHF/77981/85231/2026,2026,Sida,20,22,Sweden,SE,3/16/2026 12:00:00 AM,3222687.72,2/2/2026 12:00:00 AM,3/30/2026 12:00:00 AM,3198924.38,1/1/0001 12:00:00 AM,SEK,8.81,SEK,9.38,30000000,29999512.82,0
15,Sudan,SUD15,ERF/SUHF/78083/85564/2026,2026,Government of Poland,13,18,Poland,PL,4/17/2026 12:00:00 AM,1102535.83,4/16/2026 12:00:00 AM,6/1/2026 12:00:00 AM,1092906.92,1/1/0001 12:00:00 AM,PLN,3.63,PLN,3.66,4000000,4000039.33,0
15,Sudan,SUD15,ERF/SUHF/78088/85569/2026,2026,Iceland,55,55,Iceland,IS,4/17/2026 12:00:00 AM,409131.82,4/16/2026 12:00:00 AM,5/6/2026 12:00:00 AM,403348.11,1/1/0001 12:00:00 AM,ISK,122.21,ISK,123.96,50000000,49999838.41,0
15,Sudan,SUD15,ERF/SUHF/78192/85735/2026,2026,Isle of Man,1037,206,Isle of Man,IM,6/25/2026 12:00:00 AM,200267.02,6/25/2026 12:00:00 AM,7/10/2026 12:00:00 AM,198150.59,1/1/0001 12:00:00 AM,GBP,0.75,GBP,0.76,150000,150000,0
15,Sudan,SUD15,ERF/SUHF-US/78220/85790/2026,2026,United States,102,102,United States,US,7/8/2026 12:00:00 AM,175000000,5/27/2026 12:00:00 AM,7/28/2026 12:00:00 AM,175000000,1/1/0001 12:00:00 AM,USD,1,USD,1,175000000,175000000,0
15,Sudan,SUD15,ERF/SUHF/78035/85417/2026,2026,Isle of Man,1037,206,Isle of Man,IM,3/13/2026 12:00:00 AM,271002.71,3/9/2026 12:00:00 AM,3/27/2026 12:00:00 AM,267379.68,1/1/0001 12:00:00 AM,GBP,0.74,GBP,0.75,200000,200000,0
15,Sudan,SUD15,ERF/SUHF/78049/85473/2026,2026,Government of Denmark,5,8,Denmark,DK,3/23/2026 12:00:00 AM,2314814.81,3/19/2026 12:00:00 AM,4/20/2026 12:00:00 AM,2351323.47,1/1/0001 12:00:00 AM,DKK,6.48,DKK,6.38,15000000,14999092.42,0
15,Sudan,SUD15,ERF/SUHF/78103/85584/2026,2026,Basque Agency for Development Cooperation,1025,194,Basque Agency for Development Cooperation,ES-PV,7/28/2026 12:00:00 AM,114285.71,4/22/2026 12:00:00 AM,7/6/2026 12:00:00 AM,114285.71,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.88,100000,100000,0
15,Sudan,SUD15,ERF/SUHF/78109/85590/2026,2026,Government of Switzerland,16,24,Switzerland,CH,4/29/2026 12:00:00 AM,5076142.13,4/23/2026 12:00:00 AM,5/5/2026 12:00:00 AM,5063291.14,1/1/0001 12:00:00 AM,CHF,0.79,CHF,0.79,4000000,4000000,0
15,Sudan,SUD15,ERF/SUHF/78112/85607/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,243352.1,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,243352.1,1/1/0001 12:00:00 AM,USD,1,USD,1,243352.1,243352.1,0
15,Sudan,SUD15,ERF/SUHF/78269/85862/2026,2026,Government of Denmark,5,8,Denmark,DK,9/1/2026 12:00:00 AM,4674353.38,8/26/2026 12:00:00 AM,9/15/2026 12:00:00 AM,4628941.84,1/1/0001 12:00:00 AM,DKK,6.48,DKK,6.48,30000000,30000172.07,0
15,Sudan,SUD15,ERF/SUHF-US/77985/85241/2026,2026,United States,102,102,United States,US,2/6/2026 12:00:00 AM,200000000,2/7/2026 12:00:00 AM,3/4/2026 12:00:00 AM,200000000,1/1/0001 12:00:00 AM,USD,1,USD,1,200000000,200000000,0
15,Sudan,SUD15,ERF/SUHF/77765/84879/2025,2026,Kuwait,64,64,Kuwait,KW,10/14/2025 12:00:00 AM,1500000,10/14/2025 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,USD,1,USD,0,1500000,0,0
15,Sudan,SUD15,ERF/SUHF/78042/85431/2026,2026,Government of Canada,119,7,Canada,CA,3/27/2026 12:00:00 AM,5514705.88,3/12/2026 12:00:00 AM,7/14/2026 12:00:00 AM,5315827.14,1/1/0001 12:00:00 AM,CAD,1.37,CAD,1.41,7500000,7500632.1,0
15,Sudan,SUD15,ERF/SUHF/75514/81759/2023,2026,Government of Germany,7,11,Germany,DE,5/2/2023 12:00:00 AM,3300330.03,4/25/2023 12:00:00 AM,2/25/2026 12:00:00 AM,3567181.93,1/1/0001 12:00:00 AM,EUR,0.91,EUR,0.84,3000000,3000000,0
15,Sudan,SUD15,ERF/SUHF/77800/85546/2025,2026,Government of Luxembourg,10,15,Luxembourg,LU,12/11/2025 12:00:00 AM,347624.57,11/3/2025 12:00:00 AM,4/13/2026 12:00:00 AM,343642.61,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.87,300000,300000,0
15,Sudan,SUD15,ERF/SUHF/78098/85579/2026,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,4/22/2026 12:00:00 AM,13458950.2,4/20/2026 12:00:00 AM,4/27/2026 12:00:00 AM,13458950.2,1/1/0001 12:00:00 AM,GBP,0.74,GBP,0.74,10000000,10000000,0
62,Syria,SYR62,ERF/3558-US/78220/85791/2026,2026,United States,102,102,United States,US,7/8/2026 12:00:00 AM,110000000,5/27/2026 12:00:00 AM,7/28/2026 12:00:00 AM,110000000,1/1/0001 12:00:00 AM,USD,1,USD,1,110000000,110000000,0
62,Syria,SYR62,ERF/3558/78042/85439/2026,2026,Government of Canada,119,7,Canada,CA,3/27/2026 12:00:00 AM,1213235.29,3/12/2026 12:00:00 AM,7/14/2026 12:00:00 AM,1169481.97,1/1/0001 12:00:00 AM,CAD,1.37,CAD,1.41,1650000,1650139.06,0
62,Syria,SYR62,ERF/3558/75658/81961/2023,2026,Iceland,55,55,Iceland,IS,4/17/2026 12:00:00 AM,490958.19,6/13/2023 12:00:00 AM,5/8/2026 12:00:00 AM,487173.53,1/1/0001 12:00:00 AM,ISK,139.09,ISK,123.16,60000000,59999804.78,0
62,Syria,SYR62,ERF/3558/77806/84932/2025,2026,Government of Belgium,4,6,Belgium,BE,12/18/2025 12:00:00 AM,8215962.44,11/3/2025 12:00:00 AM,4/23/2026 12:00:00 AM,8196721.31,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.85,7000000,7000000,0
62,Syria,SYR62,ERF/3558/77972/85156/2026,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,1/15/2026 12:00:00 AM,10013440.86,1/9/2026 12:00:00 AM,2/6/2026 12:00:00 AM,10304287.69,1/1/0001 12:00:00 AM,GBP,0.74,GBP,0.72,7450000,7450000,0
62,Syria,SYR62,ERF/3558/78112/85609/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,7680.34,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,7680.34,1/1/0001 12:00:00 AM,USD,1,USD,1,7680.34,7680.34,0
62,Syria,SYR62,ERF/3558/78218/85787/2026,2026,Kuwait,64,64,Kuwait,KW,8/6/2026 12:00:00 AM,1250000,7/8/2026 12:00:00 AM,9/10/2026 12:00:00 AM,1250000,1/1/0001 12:00:00 AM,USD,1,USD,1,1250000,1250000,0
62,Syria,SYR62,ERF/3558/78274/85867/2026,2026,EUROPEAN UNION,105,105,European Commission,EU,8/14/2026 12:00:00 AM,2301495.97,8/28/2026 12:00:00 AM,9/2/2026 12:00:00 AM,2328288.71,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0.86,2000000,2000000,0
62,Syria,SYR62,ERF/3558/77584/84480/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,1334776.33,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,1311237.36,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,1850000,1850155.91,0
62,Syria,SYR62,ERF/3558/77800/85548/2025,2026,Government of Luxembourg,10,15,Luxembourg,LU,12/11/2025 12:00:00 AM,347624.57,11/3/2025 12:00:00 AM,4/13/2026 12:00:00 AM,343642.61,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.87,300000,300000,0
62,Syria,SYR62,ERF/3558/77981/85232/2026,2026,Sida,20,22,Sweden,SE,3/16/2026 12:00:00 AM,4511762.81,2/2/2026 12:00:00 AM,3/30/2026 12:00:00 AM,4478494.13,1/1/0001 12:00:00 AM,SEK,8.81,SEK,9.38,42000000,41999317.95,0
62,Syria,SYR62,ERF/3558/78091/85572/2026,2026,Government of Denmark,5,8,Denmark,DK,3/23/2026 12:00:00 AM,9259259.26,3/19/2026 12:00:00 AM,4/16/2026 12:00:00 AM,9428844.6,1/1/0001 12:00:00 AM,DKK,6.48,DKK,6.36,60000000,59995738.19,0
62,Syria,SYR62,ERF/3558/78135/85653/2026,2026,EUROPEAN UNION,105,105,European Commission,EU,8/14/2026 12:00:00 AM,9205983.89,5/22/2026 12:00:00 AM,8/26/2026 12:00:00 AM,9227220.3,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,8000000,8000000,0
62,Syria,SYR62,ERF/3558/78224/85806/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/14/2026 12:00:00 AM,16000000,7/10/2026 12:00:00 AM,7/16/2026 12:00:00 AM,16000000,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,14000000,14000000,0
62,Syria,SYR62,ERF/3558-US/77991/85340/2026,2026,United States,102,102,United States,US,2/20/2026 12:00:00 AM,150000000,2/16/2026 12:00:00 AM,3/10/2026 12:00:00 AM,150000000,1/1/0001 12:00:00 AM,USD,1,USD,1,150000000,150000000,0
62,Syria,SYR62,ERF/3558/78110/85620/2026,2026,Government of Spain,15,21,Spain,ES,5/28/2026 12:00:00 AM,2049180.33,4/23/2026 12:00:00 AM,6/16/2026 12:00:00 AM,2016129.03,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,1750000,1750000,0
62,Syria,SYR62,ERF/3558/78082/85562/2026,2026,Government of Norway,12,17,Norway,NO,5/13/2026 12:00:00 AM,2151231.58,4/15/2026 12:00:00 AM,5/22/2026 12:00:00 AM,2168433.55,1/1/0001 12:00:00 AM,NOK,9.48,NOK,9.22,20000000,19999462.61,0
62,Syria,SYR62,ERF/3558/78164/85692/2026,2026,Government of Luxembourg,10,15,Luxembourg,LU,6/25/2026 12:00:00 AM,345622.12,6/8/2026 12:00:00 AM,6/17/2026 12:00:00 AM,345622.12,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.87,300000,300000,0
62,Syria,SYR62,ERF/3558/78148/85670/2026,2026,IRISH AID,23,13,Ireland,IE,7/6/2026 12:00:00 AM,2857142.86,5/27/2026 12:00:00 AM,7/13/2026 12:00:00 AM,2857142.86,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.88,2500000,2500000,0
62,Syria,SYR62,ERF/3558/78177/85719/2026,2026,Government of Switzerland,16,24,Switzerland,CH,7/29/2026 12:00:00 AM,4938271.6,6/15/2026 12:00:00 AM,7/31/2026 12:00:00 AM,4938271.6,1/1/0001 12:00:00 AM,CHF,0.8,CHF,0.81,4000000,4000000,0
62,Syria,SYR62,ERF/3558/78198/85741/2026,2026,Government of Poland,13,18,Poland,PL,6/26/2026 12:00:00 AM,974817.22,6/26/2026 12:00:00 AM,7/17/2026 12:00:00 AM,943917.9,1/1/0001 12:00:00 AM,PLN,3.69,PLN,3.81,3600000,3600102.87,0
70,Syria Cross border,TUR70,ERF/3559/78112/85608/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,622.38,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,622.38,1/1/0001 12:00:00 AM,USD,1,USD,1,622.38,622.38,0
512,Uganda (ESAHF),UG512,ERF/UGA_RHPF_SEA-US/78156/85680/2026,2026,United States,102,102,United States,US,6/2/2026 12:00:00 AM,75000000,5/27/2026 12:00:00 AM,7/6/2026 12:00:00 AM,75000000,1/1/0001 12:00:00 AM,USD,1,USD,1,75000000,75000000,0
512,Uganda (ESAHF),UG512,ERF/UGA_RHPF_SEA-US/78003/85323/2026,2026,United States,102,102,United States,US,2/19/2026 12:00:00 AM,75000000,2/16/2026 12:00:00 AM,3/13/2026 12:00:00 AM,75000000,1/1/0001 12:00:00 AM,USD,1,USD,1,75000000,75000000,0
81,Ukraine,UKR81,ERF/UKR_CBPF-US/77989/85388/2026,2026,United States,102,102,United States,US,2/25/2026 12:00:00 AM,155000000,2/16/2026 12:00:00 AM,3/13/2026 12:00:00 AM,155000000,1/1/0001 12:00:00 AM,USD,1,USD,1,155000000,155000000,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78016/85392/2026,2026,New Zealand,80,80,New Zealand,NZ,3/25/2026 12:00:00 AM,1469723.69,3/2/2026 12:00:00 AM,4/7/2026 12:00:00 AM,1418462.5,1/1/0001 12:00:00 AM,NZD,1.67,NZD,1.76,2500000,2499330.92,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78270/85863/2026,2026,Government of Germany,7,11,Germany,DE,9/17/2026 12:00:00 AM,34802784.22,9/17/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0,30000000,0,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78112/85610/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,211956.69,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,211956.69,1/1/0001 12:00:00 AM,USD,1,USD,1,211956.69,211956.69,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78117/85629/2026,2026,Catalan Agency for Development Cooperation,1016,185,Catalan Agency for Development Cooperation,ES-CT,6/4/2026 12:00:00 AM,930232.56,4/30/2026 12:00:00 AM,6/30/2026 12:00:00 AM,914285.71,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.88,800000,800000,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78134/85652/2026,2026,EUROPEAN UNION,105,105,European Commission,EU,8/4/2026 12:00:00 AM,8055235.9,5/22/2026 12:00:00 AM,8/19/2026 12:00:00 AM,8073817.76,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,7000000,7000000,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78149/85671/2026,2026,IRISH AID,23,13,Ireland,IE,7/15/2026 12:00:00 AM,5714285.71,5/27/2026 12:00:00 AM,7/28/2026 12:00:00 AM,5714285.71,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.88,5000000,5000000,0
81,Ukraine,UKR81,ERF/UKR_CBPF-US/78249/85835/2026,2026,United States,102,102,United States,US,8/7/2026 12:00:00 AM,180000000,8/7/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,USD,1,USD,0,180000000,0,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78023/85399/2026,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,3/3/2026 12:00:00 AM,12466124.66,3/3/2026 12:00:00 AM,3/16/2026 12:00:00 AM,12299465.24,1/1/0001 12:00:00 AM,GBP,0.74,GBP,0.75,9200000,9200000,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78042/85436/2026,2026,Government of Canada,119,7,Canada,CA,3/27/2026 12:00:00 AM,1727941.18,3/12/2026 12:00:00 AM,7/14/2026 12:00:00 AM,1665625.84,1/1/0001 12:00:00 AM,CAD,1.37,CAD,1.41,2350000,2350198.06,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78110/85621/2026,2026,Government of Spain,15,21,Spain,ES,5/28/2026 12:00:00 AM,1990632.32,4/23/2026 12:00:00 AM,6/16/2026 12:00:00 AM,1958525.35,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,1700000,1700000,0
81,Ukraine,UKR81,ERF/UKR_CBPF/77597/84496/2025,2026,Government of Switzerland,16,24,Switzerland,CH,4/4/2025 12:00:00 AM,3397508.49,3/26/2025 12:00:00 AM,8/24/2026 12:00:00 AM,3694581.28,1/1/0001 12:00:00 AM,CHF,0.88,CHF,0.81,3000000,3000000,0
81,Ukraine,UKR81,ERF/UKR_CBPF/77800/85549/2025,2026,Government of Luxembourg,10,15,Luxembourg,LU,12/11/2025 12:00:00 AM,347624.57,11/3/2025 12:00:00 AM,4/13/2026 12:00:00 AM,343642.61,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.87,300000,300000,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78102/85583/2026,2026,Lithuania,67,67,Lithuania,LT,4/22/2026 12:00:00 AM,234192.04,4/22/2026 12:00:00 AM,5/4/2026 12:00:00 AM,233918.13,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.85,200000,200000,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78169/85697/2026,2026,New Zealand,80,80,New Zealand,NZ,6/17/2026 12:00:00 AM,1443418.01,6/9/2026 12:00:00 AM,7/1/2026 12:00:00 AM,1415127.01,1/1/0001 12:00:00 AM,NZD,1.69,NZD,1.77,2500000,2500529.43,0
81,Ukraine,UKR81,ERF/UKR_CBPF/77584/84478/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,1190476.19,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,1169481.97,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,1650000,1650139.06,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78073/85528/2026,2026,Private Contributions,1011,,Private Contributions,UNF,4/8/2026 12:00:00 AM,10000,4/8/2026 12:00:00 AM,4/30/2026 12:00:00 AM,10000,1/1/0001 12:00:00 AM,USD,1,USD,1,10000,10000,0
81,Ukraine,UKR81,ERF/UKR_CBPF/77780/84895/2025,2026,Government of Germany,7,11,Germany,DE,12/9/2025 12:00:00 AM,9269988.41,10/17/2025 12:00:00 AM,2/19/2026 12:00:00 AM,9512485.14,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0.84,8000000,8000000,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78012/85378/2026,2026,Government of Finland,6,10,Finland,FI,3/24/2026 12:00:00 AM,3460207.61,2/25/2026 12:00:00 AM,3/31/2026 12:00:00 AM,3460207.61,1/1/0001 12:00:00 AM,EUR,0.84,EUR,0.87,3000000,3000000,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78038/85420/2026,2026,Government of Denmark,5,8,Denmark,DK,3/13/2026 12:00:00 AM,7112375.53,3/12/2026 12:00:00 AM,4/9/2026 12:00:00 AM,6989355.37,1/1/0001 12:00:00 AM,DKK,6.33,DKK,6.44,45000000,44997469.87,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78234/85817/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/14/2026 12:00:00 AM,14857142.86,7/10/2026 12:00:00 AM,7/22/2026 12:00:00 AM,14857142.86,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,13000000,13000000,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78197/85740/2026,2026,Government of Poland,13,18,Poland,PL,6/26/2026 12:00:00 AM,1253946.66,6/26/2026 12:00:00 AM,7/15/2026 12:00:00 AM,1213630.65,1/1/0001 12:00:00 AM,PLN,3.69,PLN,3.82,4630825,4631214.56,0
81,Ukraine,UKR81,ERF/UKR_CBPF/77981/85233/2026,2026,Sida,20,22,Sweden,SE,3/16/2026 12:00:00 AM,2685573.1,2/2/2026 12:00:00 AM,3/30/2026 12:00:00 AM,2665770.32,1/1/0001 12:00:00 AM,SEK,8.81,SEK,9.38,25000000,24999594.02,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78051/85478/2026,2026,Government of Norway,12,17,Norway,NO,5/29/2026 12:00:00 AM,8714596.95,3/23/2026 12:00:00 AM,6/2/2026 12:00:00 AM,8589472.29,1/1/0001 12:00:00 AM,NOK,9.67,NOK,9.31,80000000,80002344.93,0
81,Ukraine,UKR81,ERF/UKR_CBPF/78096/85577/2026,2026,Iceland,55,55,Iceland,IS,4/17/2026 12:00:00 AM,818263.64,4/17/2026 12:00:00 AM,5/6/2026 12:00:00 AM,806696.22,1/1/0001 12:00:00 AM,ISK,122.21,ISK,123.96,100000000,99999676.82,0
83,Venezuela,VEN83,ERF/VEN_CBPF/78200/85743/2026,2026,Government of Germany,7,11,Germany,DE,7/1/2026 12:00:00 AM,5142857.14,6/26/2026 12:00:00 AM,7/10/2026 12:00:00 AM,5142857.14,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0.88,4500000,4500000,0
83,Venezuela,VEN83,ERF/VEN_CBPF/77981/85234/2026,2026,Sida,20,22,Sweden,SE,3/16/2026 12:00:00 AM,1396498.01,2/2/2026 12:00:00 AM,3/30/2026 12:00:00 AM,1386200.56,1/1/0001 12:00:00 AM,SEK,8.81,SEK,9.38,13000000,12999788.89,0
83,Venezuela,VEN83,ERF/VEN_CBPF/78042/85434/2026,2026,Government of Canada,119,7,Canada,CA,3/27/2026 12:00:00 AM,367647.06,3/12/2026 12:00:00 AM,7/14/2026 12:00:00 AM,354388.48,1/1/0001 12:00:00 AM,CAD,1.37,CAD,1.41,500000,500042.14,0
83,Venezuela,VEN83,ERF/VEN_CBPF/78110/85617/2026,2026,Government of Spain,15,21,Spain,ES,5/28/2026 12:00:00 AM,1405152.22,4/23/2026 12:00:00 AM,6/16/2026 12:00:00 AM,1382488.48,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,1200000,1200000,0
83,Venezuela,VEN83,ERF/VEN_CBPF/78144/85662/2026,2026,IRISH AID,23,13,Ireland,IE,5/27/2026 12:00:00 AM,1170960.19,5/26/2026 12:00:00 AM,6/2/2026 12:00:00 AM,1162790.7,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.86,1000000,1000000,0
83,Venezuela,VEN83,ERF/VEN_CBPF/78253/85844/2026,2026,San Marino,90,90,San Marino,SM,8/13/2026 12:00:00 AM,23014.96,8/13/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0,20000,0,0
83,Venezuela,VEN83,ERF/VEN_CBPF/78019/85395/2026,2026,Government of Germany,7,11,Germany,DE,5/8/2026 12:00:00 AM,1754385.96,3/3/2026 12:00:00 AM,5/26/2026 12:00:00 AM,1756440.28,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.85,1500000,1500000,0
83,Venezuela,VEN83,ERF/VEN_CBPF-US/78208/85752/2026,2026,United States,102,102,United States,US,6/29/2026 12:00:00 AM,100000000,7/2/2026 12:00:00 AM,7/28/2026 12:00:00 AM,100000000,1/1/0001 12:00:00 AM,USD,1,USD,1,100000000,100000000,0
83,Venezuela,VEN83,ERF/VEN_CBPF/78250/85841/2026,2026,PRIVATE SECTOR,17,19,PRIVATE SECTOR,UNF,8/12/2026 12:00:00 AM,26847.77,8/10/2026 12:00:00 AM,8/14/2026 12:00:00 AM,26847.77,1/1/0001 12:00:00 AM,USD,1,USD,1,26847.77,26847.77,0
83,Venezuela,VEN83,ERF/VEN_CBPF/77584/84475/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,360750.36,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,354388.48,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,500000,500042.14,0
