PooledFundId,PooledFundName,PooledFundCodeAbbrv,ContributionCode,FiscalYear,DonorName,DonorCode,GMSDonorID,GMSDonorName,CountryCode,PledgeDate,PledgeAmt,PipeLineDate,PaidDate,PaidAmt,ExpectedDate,PledgeAmtLocalCurrency,PledgeAmtCurrencyExchangeRate,PaidAmtLocalCurrency,PaidAmtCurrencyExchangeRate,PledgeAmtLocal,PaidAmtLocal,IsTransfer
85,Burkina Faso (RhPF-WCA),BFA85,ERF/BF_CBPF_RHPF/78087/85687/2026,2026,Iceland,55,55,Iceland,IS,4/17/2026 12:00:00 AM,122739.55,4/16/2026 12:00:00 AM,5/11/2026 12:00:00 AM,121519.28,1/1/0001 12:00:00 AM,ISK,122.21,ISK,123.44,15000000,14999975.67,0
85,Burkina Faso (RhPF-WCA),BFA85,ERF/BF_CBPF_RHPF/75626/81922/2023,2026,Government of Germany,7,11,Germany,DE,6/27/2023 12:00:00 AM,2157497.3,5/31/2023 12:00:00 AM,2/25/2026 12:00:00 AM,2378121.28,1/1/0001 12:00:00 AM,EUR,0.92,EUR,0.84,2000000,2000000,0
85,Burkina Faso (RhPF-WCA),BFA85,ERF/BF_CBPF_RHPF/77806/84937/2025,2026,Government of Belgium,4,6,Belgium,BE,12/18/2025 12:00:00 AM,3521126.76,11/3/2025 12:00:00 AM,4/23/2026 12:00:00 AM,3512880.56,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.85,3000000,3000000,0
85,Burkina Faso (RhPF-WCA),BFA85,ERF/BF_CBPF_RHPF/78095/85632/2026,2026,Government of Denmark,5,8,Denmark,DK,3/23/2026 12:00:00 AM,1028806.64,3/19/2026 12:00:00 AM,4/16/2026 12:00:00 AM,1046838.1,1/1/0001 12:00:00 AM,DKK,6.48,DKK,6.37,6666667,6666265.01,0
85,Burkina Faso (RhPF-WCA),BFA85,ERF/BF_CBPF_RHPF/78143/85666/2026,2026,Government of Belgium,4,6,Belgium,BE,7/28/2026 12:00:00 AM,1142857.14,5/25/2026 12:00:00 AM,8/12/2026 12:00:00 AM,1150747.99,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,1000000,1000000,0
17,CAR,CAR17,ERF/CAR_HF/75629/81926/2023,2026,Government of Germany,7,11,Germany,DE,6/27/2023 12:00:00 AM,2157497.3,5/31/2023 12:00:00 AM,2/25/2026 12:00:00 AM,2378121.28,1/1/0001 12:00:00 AM,EUR,0.92,EUR,0.84,2000000,2000000,0
17,CAR,CAR17,ERF/CAR_HF-US/78220/85792/2026,2026,United States,102,102,United States,US,7/8/2026 12:00:00 AM,50000000,5/27/2026 12:00:00 AM,7/28/2026 12:00:00 AM,50000000,1/1/0001 12:00:00 AM,USD,1,USD,1,50000000,50000000,0
17,CAR,CAR17,ERF/CAR_HF/77650/84667/2025,2026,Government of Switzerland,16,24,Switzerland,CH,7/2/2025 12:00:00 AM,1877346.68,6/4/2025 12:00:00 AM,7/17/2026 12:00:00 AM,1851851.85,1/1/0001 12:00:00 AM,CHF,0.82,CHF,0.81,1500000,1500000,0
17,CAR,CAR17,ERF/CAR_HF/78029/85407/2026,2026,Jersey,120,120,Jersey,JE,3/24/2026 12:00:00 AM,280748.66,3/9/2026 12:00:00 AM,4/1/2026 12:00:00 AM,276679.84,1/1/0001 12:00:00 AM,GBP,0.74,GBP,0.76,210000,210000,0
17,CAR,CAR17,ERF/CAR_HF/77584/84465/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,108225.11,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,106316.54,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,150000,150012.64,0
17,CAR,CAR17,ERF/CAR_HF/78008/85539/2026,2026,Government of Luxembourg,10,15,Luxembourg,LU,4/13/2026 12:00:00 AM,286368.84,2/23/2026 12:00:00 AM,4/13/2026 12:00:00 AM,286368.85,1/1/0001 12:00:00 AM,EUR,0.84,EUR,0.87,250000,250000,0
17,CAR,CAR17,ERF/CAR_HF/77739/84783/2025,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,9/24/2025 12:00:00 AM,4065040.65,9/24/2025 12:00:00 AM,1/29/2026 12:00:00 AM,4032258.06,1/1/0001 12:00:00 AM,GBP,0.74,GBP,0.74,3000000,3000000,0
17,CAR,CAR17,ERF/CAR_HF/78112/85596/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,8357.12,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,8357.12,1/1/0001 12:00:00 AM,USD,1,USD,1,8357.12,8357.12,0
17,CAR,CAR17,ERF/CAR_HF/77950/85134/2025,2026,Japan,60,60,Japan,JP,2/26/2026 12:00:00 AM,40000,12/26/2025 12:00:00 AM,3/23/2026 12:00:00 AM,40000,1/1/0001 12:00:00 AM,USD,1,USD,1,40000,40000,0
17,CAR,CAR17,ERF/CAR_HF/78089/85570/2026,2026,IRISH AID,23,13,Ireland,IE,4/22/2026 12:00:00 AM,1170960.19,4/17/2026 12:00:00 AM,5/6/2026 12:00:00 AM,1169590.64,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.85,1000000,1000000,0
90,Chad (RhPF-WCA),TCD90,ERF/TD_RHPF/78276/85871/2026,2026,Sida,20,22,Sweden,SE,9/11/2026 12:00:00 AM,1470433.78,9/11/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,SEK,9.52,SEK,0,14000000,0,0
90,Chad (RhPF-WCA),TCD90,ERF/TD_RHPF/78082/85641/2026,2026,Government of Norway,12,17,Norway,NO,5/13/2026 12:00:00 AM,215123.16,4/15/2026 12:00:00 AM,5/22/2026 12:00:00 AM,216843.35,1/1/0001 12:00:00 AM,NOK,9.48,NOK,9.22,2000000,1999946.26,0
90,Chad (RhPF-WCA),TCD90,ERF/TD_RHPF/78087/85689/2026,2026,Iceland,55,55,Iceland,IS,4/17/2026 12:00:00 AM,122739.55,4/16/2026 12:00:00 AM,5/11/2026 12:00:00 AM,121519.28,1/1/0001 12:00:00 AM,ISK,122.21,ISK,123.44,15000000,14999975.67,0
90,Chad (RhPF-WCA),TCD90,ERF/TD_RHPF-US/77989/85309/2026,2026,United States,102,102,United States,US,2/25/2026 12:00:00 AM,100000000,2/16/2026 12:00:00 AM,3/13/2026 12:00:00 AM,100000000,1/1/0001 12:00:00 AM,USD,1,USD,1,100000000,100000000,0
90,Chad (RhPF-WCA),TCD90,ERF/TD_RHPF-US/78145/85703/2026,2026,United States,102,102,United States,US,9/3/2026 12:00:00 AM,50000000,9/3/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,USD,1,USD,0,50000000,0,0
90,Chad (RhPF-WCA),TCD90,ERF/TD_RHPF/78224/85799/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/14/2026 12:00:00 AM,5714285.71,7/10/2026 12:00:00 AM,7/16/2026 12:00:00 AM,5714285.71,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,5000000,5000000,0
87,Colombia (RhPF-LAC),COL87,ERF/C_RHPF_LAC/78110/85618/2026,2026,Government of Spain,15,21,Spain,ES,5/28/2026 12:00:00 AM,585480.09,4/23/2026 12:00:00 AM,6/16/2026 12:00:00 AM,576036.87,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,500000,500000,0
87,Colombia (RhPF-LAC),COL87,ERF/C_RHPF_LAC-US/78249/85837/2026,2026,United States,102,102,United States,US,8/7/2026 12:00:00 AM,100000000,8/7/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,USD,1,USD,0,100000000,0,0
87,Colombia (RhPF-LAC),COL87,ERF/C_RHPF_LAC/78020/85396/2026,2026,Government of Germany,7,11,Germany,DE,5/8/2026 12:00:00 AM,584795.32,3/3/2026 12:00:00 AM,5/26/2026 12:00:00 AM,585480.09,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.85,500000,500000,0
87,Colombia (RhPF-LAC),COL87,ERF/C_RHPF_LAC/78042/85432/2026,2026,Government of Canada,119,7,Canada,CA,3/27/2026 12:00:00 AM,367647.06,3/12/2026 12:00:00 AM,7/14/2026 12:00:00 AM,354388.48,1/1/0001 12:00:00 AM,CAD,1.37,CAD,1.41,500000,500042.14,0
87,Colombia (RhPF-LAC),COL87,ERF/C_RHPF_LAC-US/77989/85382/2026,2026,United States,102,102,United States,US,2/25/2026 12:00:00 AM,100000000,2/16/2026 12:00:00 AM,3/13/2026 12:00:00 AM,100000000,1/1/0001 12:00:00 AM,USD,1,USD,1,100000000,100000000,0
87,Colombia (RhPF-LAC),COL87,ERF/C_RHPF_LAC/78138/85656/2026,2026,EUROPEAN UNION,105,105,European Commission,EU,7/13/2026 12:00:00 AM,571428.57,5/22/2026 12:00:00 AM,8/21/2026 12:00:00 AM,576701.27,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,500000,500000,0
24,DRC,DRC24,ERF/DRC_HF/78212/85762/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/13/2026 12:00:00 AM,5714285.71,7/2/2026 12:00:00 AM,7/16/2026 12:00:00 AM,5714285.72,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,5000000,5000000,0
24,DRC,DRC24,ERF/DRC_HF-US/78217/85786/2026,2026,United States,102,102,United States,US,6/2/2026 12:00:00 AM,225000000,5/27/2026 12:00:00 AM,7/7/2026 12:00:00 AM,225000000,1/1/0001 12:00:00 AM,USD,1,USD,1,225000000,225000000,0
24,DRC,DRC24,ERF/DRC_HF/77981/85223/2026,2026,Sida,20,22,Sweden,SE,3/16/2026 12:00:00 AM,3222687.72,2/2/2026 12:00:00 AM,3/30/2026 12:00:00 AM,3198924.38,1/1/0001 12:00:00 AM,SEK,8.81,SEK,9.38,30000000,29999512.82,0
24,DRC,DRC24,ERF/DRC_HF/78082/85552/2026,2026,Government of Norway,12,17,Norway,NO,5/13/2026 12:00:00 AM,1613423.69,4/15/2026 12:00:00 AM,5/22/2026 12:00:00 AM,1626325.16,1/1/0001 12:00:00 AM,NOK,9.48,NOK,9.22,15000000,14999596.96,0
24,DRC,DRC24,ERF/DRC_HF/78121/85635/2026,2026,IRISH AID,23,13,Ireland,IE,5/20/2026 12:00:00 AM,4683840.75,5/1/2026 12:00:00 AM,6/2/2026 12:00:00 AM,4651162.79,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.86,4000000,4000000,0
24,DRC,DRC24,ERF/DRC_HF/77584/84466/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,1190476.19,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,1169481.97,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,1650000,1650139.06,0
24,DRC,DRC24,ERF/DRC_HF/77806/84939/2025,2026,Government of Belgium,4,6,Belgium,BE,12/18/2025 12:00:00 AM,9976525.82,11/3/2025 12:00:00 AM,4/23/2026 12:00:00 AM,9953161.59,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.85,8500000,8500000,0
24,DRC,DRC24,ERF/DRC_HF/78042/85425/2026,2026,Government of Canada,119,7,Canada,CA,3/27/2026 12:00:00 AM,625000,3/12/2026 12:00:00 AM,7/14/2026 12:00:00 AM,602460.41,1/1/0001 12:00:00 AM,CAD,1.37,CAD,1.41,850000,850071.64,0
24,DRC,DRC24,ERF/DRC_HF/78112/85597/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,20745.99,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,20745.99,1/1/0001 12:00:00 AM,USD,1,USD,1,20745.99,20745.99,0
24,DRC,DRC24,ERF/DRC_HF-US/77991/85311/2026,2026,United States,102,102,United States,US,2/20/2026 12:00:00 AM,150000000,2/16/2026 12:00:00 AM,3/10/2026 12:00:00 AM,150000000,1/1/0001 12:00:00 AM,USD,1,USD,1,150000000,150000000,0
24,DRC,DRC24,ERF/DRC_HF/78224/85800/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/14/2026 12:00:00 AM,3428571.43,7/10/2026 12:00:00 AM,7/16/2026 12:00:00 AM,3428571.43,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,3000000,3000000,0
24,DRC,DRC24,ERF/DRC_HF/75630/81927/2023,2026,Government of Germany,7,11,Germany,DE,6/27/2023 12:00:00 AM,2157497.3,5/31/2023 12:00:00 AM,2/25/2026 12:00:00 AM,2378121.28,1/1/0001 12:00:00 AM,EUR,0.92,EUR,0.84,2000000,2000000,0
24,DRC,DRC24,ERF/DRC_HF/77800/85540/2025,2026,Government of Luxembourg,10,15,Luxembourg,LU,12/11/2025 12:00:00 AM,347624.57,11/3/2025 12:00:00 AM,4/13/2026 12:00:00 AM,343642.61,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.87,300000,300000,0
509,El Salvador (RhPF-LAC),SV509,ERF/EL_RHPF_LAC-US/77989/85384/2026,2026,United States,102,102,United States,US,2/25/2026 12:00:00 AM,25000000,2/16/2026 12:00:00 AM,3/13/2026 12:00:00 AM,25000000,1/1/0001 12:00:00 AM,USD,1,USD,1,25000000,25000000,0
509,El Salvador (RhPF-LAC),SV509,ERF/EL_RHPF_LAC-US/78145/85712/2026,2026,United States,102,102,United States,US,9/3/2026 12:00:00 AM,30000000,9/3/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,USD,1,USD,0,30000000,0,0
53,Ethiopia,ETH53,ERF/3379-US/77991/85337/2026,2026,United States,102,102,United States,US,2/20/2026 12:00:00 AM,100000000,2/16/2026 12:00:00 AM,3/10/2026 12:00:00 AM,100000000,1/1/0001 12:00:00 AM,USD,1,USD,1,100000000,100000000,0
53,Ethiopia,ETH53,ERF/3379/78094/85575/2026,2026,Government of Denmark,5,8,Denmark,DK,3/23/2026 12:00:00 AM,3086419.75,3/19/2026 12:00:00 AM,4/16/2026 12:00:00 AM,3143022.29,1/1/0001 12:00:00 AM,DKK,6.48,DKK,6.36,20000000,19999050.83,0
53,Ethiopia,ETH53,ERF/3379/78224/85801/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/14/2026 12:00:00 AM,9142857.14,7/10/2026 12:00:00 AM,7/16/2026 12:00:00 AM,9142857.14,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,8000000,8000000,0
53,Ethiopia,ETH53,ERF/3379/77777/84892/2025,2026,Government of Germany,7,11,Germany,DE,12/8/2025 12:00:00 AM,2317497.1,10/17/2025 12:00:00 AM,2/19/2026 12:00:00 AM,2378121.28,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0.84,2000000,2000000,0
53,Ethiopia,ETH53,ERF/3379/77981/85224/2026,2026,Sida,20,22,Sweden,SE,3/16/2026 12:00:00 AM,2578150.18,2/2/2026 12:00:00 AM,3/30/2026 12:00:00 AM,2559139.5,1/1/0001 12:00:00 AM,SEK,8.81,SEK,9.38,24000000,23999610.26,0
53,Ethiopia,ETH53,ERF/3379/78082/85554/2026,2026,Government of Norway,12,17,Norway,NO,5/13/2026 12:00:00 AM,1613423.69,4/15/2026 12:00:00 AM,5/22/2026 12:00:00 AM,1626325.16,1/1/0001 12:00:00 AM,NOK,9.48,NOK,9.22,15000000,14999596.96,0
53,Ethiopia,ETH53,ERF/3379/78099/85580/2026,2026,IRISH AID,23,13,Ireland,IE,4/30/2026 12:00:00 AM,1170960.19,4/20/2026 12:00:00 AM,5/15/2026 12:00:00 AM,1170960.19,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.85,1000000,1000000,0
53,Ethiopia,ETH53,ERF/3379/77584/84467/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,1190476.19,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,1169481.97,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,1650000,1650139.06,0
53,Ethiopia,ETH53,ERF/3379/77800/85541/2025,2026,Government of Luxembourg,10,15,Luxembourg,LU,12/11/2025 12:00:00 AM,289687.14,11/3/2025 12:00:00 AM,4/13/2026 12:00:00 AM,286368.84,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.87,250000,250000,0
53,Ethiopia,ETH53,ERF/3379/78042/85426/2026,2026,Government of Canada,119,7,Canada,CA,3/27/2026 12:00:00 AM,992647.06,3/12/2026 12:00:00 AM,7/14/2026 12:00:00 AM,956848.89,1/1/0001 12:00:00 AM,CAD,1.37,CAD,1.41,1350000,1350113.78,0
53,Ethiopia,ETH53,ERF/3379/75500/81745/2023,2026,Government of Switzerland,16,24,Switzerland,CH,4/21/2023 12:00:00 AM,557413.6,4/18/2023 12:00:00 AM,4/1/2026 12:00:00 AM,624219.73,1/1/0001 12:00:00 AM,CHF,0.9,CHF,0.8,500000,500000,0
53,Ethiopia,ETH53,ERF/3379/77950/85133/2025,2026,Japan,60,60,Japan,JP,2/26/2026 12:00:00 AM,333333,12/26/2025 12:00:00 AM,3/23/2026 12:00:00 AM,333333,1/1/0001 12:00:00 AM,USD,1,USD,1,333333,333333,0
53,Ethiopia,ETH53,ERF/3379/78012/85379/2026,2026,Government of Finland,6,10,Finland,FI,3/24/2026 12:00:00 AM,5767012.69,2/25/2026 12:00:00 AM,3/31/2026 12:00:00 AM,5767012.69,1/1/0001 12:00:00 AM,EUR,0.84,EUR,0.87,5000000,5000000,0
53,Ethiopia,ETH53,ERF/3379/78112/85598/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,2125.07,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,2125.07,1/1/0001 12:00:00 AM,USD,1,USD,1,2125.07,2125.07,0
53,Ethiopia,ETH53,ERF/3379/78170/85698/2026,2026,New Zealand,80,80,New Zealand,NZ,6/17/2026 12:00:00 AM,866050.81,6/9/2026 12:00:00 AM,7/1/2026 12:00:00 AM,849076.21,1/1/0001 12:00:00 AM,NZD,1.69,NZD,1.77,1500000,1500317.66,0
508,Guatemala (RhPF-LAC),GT508,ERF/GU_RHPF_LAC-US/78145/85713/2026,2026,United States,102,102,United States,US,9/3/2026 12:00:00 AM,35000000,9/3/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,USD,1,USD,0,35000000,0,0
508,Guatemala (RhPF-LAC),GT508,ERF/GU_RHPF_LAC-US/77989/85385/2026,2026,United States,102,102,United States,US,2/25/2026 12:00:00 AM,60000000,2/16/2026 12:00:00 AM,3/13/2026 12:00:00 AM,60000000,1/1/0001 12:00:00 AM,USD,1,USD,1,60000000,60000000,0
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77800/85542/2025,2026,Government of Luxembourg,10,15,Luxembourg,LU,12/11/2025 12:00:00 AM,347624.57,11/3/2025 12:00:00 AM,4/13/2026 12:00:00 AM,343642.61,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.87,300000,300000,0
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77584/84474/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,108225.11,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,106316.54,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,150000,150012.64,0
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/78042/85433/2026,2026,Government of Canada,119,7,Canada,CA,3/27/2026 12:00:00 AM,625000,3/12/2026 12:00:00 AM,7/14/2026 12:00:00 AM,602460.41,1/1/0001 12:00:00 AM,CAD,1.37,CAD,1.41,850000,850071.64,0
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/78110/85622/2026,2026,Government of Spain,15,21,Spain,ES,5/28/2026 12:00:00 AM,1053864.17,4/23/2026 12:00:00 AM,6/16/2026 12:00:00 AM,1036866.36,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,900000,900000,0
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/78112/85599/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,1363.61,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,1363.61,1/1/0001 12:00:00 AM,USD,1,USD,1,1363.61,1363.61,0
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC-US/78249/85838/2026,2026,United States,102,102,United States,US,8/7/2026 12:00:00 AM,75000000,8/7/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,USD,1,USD,0,75000000,0,0
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC-US/77991/85341/2026,2026,United States,102,102,United States,US,2/20/2026 12:00:00 AM,125000000,2/16/2026 12:00:00 AM,3/10/2026 12:00:00 AM,125000000,1/1/0001 12:00:00 AM,USD,1,USD,1,125000000,125000000,0
